source,target,weight,edge_types
B0572,B0855,0.5,partner
B0572,B0858,0.5,partner
B0572,B0863,0.5,partner
B0572,B0869,0.5,partner
B0572,B0875,0.7,"partner,region"
B0572,B0905,0.7,"partner,region"
B0572,B0915,0.5,partner
B0572,B0916,0.7,"partner,region"
B0572,B0927,0.5,partner
B0572,B0931,0.5,partner
B0572,B0935,0.5,partner
B0572,B0936,0.7,"partner,region"
B0572,B0946,0.5,partner
B0572,B0966,0.5,partner
B0572,B0969,0.5,partner
B0572,B0975,0.5,partner
B0572,B0976,0.5,partner
B0572,B0977,0.5,partner
B0572,B0978,0.5,partner
B0572,B0982,0.5,partner
B0572,B0983,0.5,partner
B0572,B0985,0.7,"partner,region"
B0572,B0987,0.5,partner
B0572,B0988,0.5,partner
B0572,B0993,0.5,partner
B0572,B0996,0.5,partner
B0572,B1002,0.7,"partner,region"
B0572,B1005,0.5,partner
B0572,B1007,0.5,partner
B0572,B1010,0.5,partner
B0572,B1017,0.5,partner
B0572,B1019,0.5,partner
B0572,B1025,0.5,partner
B0572,B1036,0.5,partner
B0572,B1037,0.5,partner
B0572,B1038,0.5,partner
B0572,B1039,0.7,"partner,region"
B0572,B1041,0.5,partner
B0572,B1044,0.5,partner
B0572,B1046,0.5,partner
B0572,B1049,0.5,partner
B0572,B1050,0.5,partner
B0572,B1058,0.5,partner
B0572,B1062,0.7,"partner,region"
B0572,B1069,0.5,partner
B0572,B1090,0.5,partner
B0572,B1104,0.5,partner
B0572,B1109,0.7,"partner,region"
B0572,B1137,0.5,partner
B0572,B1144,0.5,partner
B0572,B1147,0.5,partner
B0572,B1152,0.5,partner
B0572,B1154,0.5,partner
B0572,B1156,0.5,partner
B0572,B1168,0.5,partner
B0572,B1169,0.5,partner
B0572,B1173,0.7,"partner,region"
B0572,B1176,0.5,partner
B0572,B1180,0.7,"partner,region"
B0572,B1182,0.5,partner
B0572,B1186,0.7,"partner,region"
B0572,B1187,0.5,partner
B0572,B1190,0.7,"partner,region"
B0572,B1198,0.5,partner
B0572,B1208,0.5,partner
B0572,B1209,0.7,"partner,region"
B0572,B1211,0.7,"partner,region"
B0572,B1232,0.5,partner
B0572,B1234,0.7,"partner,region"
B0572,B1244,0.7,"partner,region"
B0572,B1245,0.5,partner
B0572,B1250,0.5,partner
B0572,B1253,0.5,partner
B0572,B1256,0.5,partner
B0572,B1266,0.5,partner
B0572,B1286,0.7,"partner,region"
B0572,B1288,0.5,partner
B0572,B1294,0.5,partner
B0572,B1299,0.5,partner
B0572,B1301,0.7,"partner,region"
B0572,B1317,0.5,partner
B0572,B1319,0.5,partner
B0572,B1321,0.5,partner
B0572,B1322,0.7,"partner,region"
B0572,B1325,0.5,partner
B0572,B1328,0.5,partner
B0572,B1330,0.5,partner
B0572,B1333,0.7,"partner,region"
B0572,B1340,0.5,partner
B0572,B1342,0.7,"partner,region"
B0572,B1351,0.5,partner
B0572,B1354,0.5,partner
B0572,B1369,0.5,partner
B0572,B1377,0.5,partner
B0572,B1380,0.5,partner
B0572,B1393,0.5,partner
B0572,B1406,0.5,partner
B0572,B1410,0.5,partner
B0572,B1415,0.5,partner
B0572,B1416,0.7,"partner,region"
B0572,B1417,0.7,"partner,region"
B0572,B1424,0.5,partner
B0572,B1426,0.5,partner
B0572,B1438,0.5,partner
B0572,B1455,0.5,partner
B0572,B1458,0.7,"partner,region"
B0572,B1476,0.5,partner
B0572,B1478,0.5,partner
B0572,B1482,0.5,partner
B0572,B1483,0.5,partner
B0572,B1486,0.5,partner
B0572,B1491,0.5,partner
B0572,B1500,0.5,partner
B0572,B1506,0.5,partner
B0572,B1515,0.5,partner
B0572,B1524,0.5,partner
B0572,B1527,0.5,partner
B0572,B1542,0.7,"partner,region"
B0572,B1545,0.5,partner
B0572,B1547,0.5,partner
B0572,B1553,0.5,partner
B0572,B1554,0.7,"partner,region"
B0572,B1556,0.7,"partner,region"
B0572,B1561,0.5,partner
B0572,B1566,0.5,partner
B0572,B1570,0.5,partner
B0572,B1571,0.7,"partner,region"
B0572,B1575,0.7,"partner,region"
B0572,B1579,0.7,"partner,region"
B0572,B1590,0.5,partner
B0572,B1591,0.7,"partner,region"
B0572,B1592,0.5,partner
B0572,B1596,0.5,partner
B0572,B1597,0.5,partner
B0572,B1603,0.5,partner
B0572,B1604,0.5,partner
B0572,B1605,0.5,partner
B0572,B1607,0.5,partner
B0572,B1610,0.5,partner
B0572,B1612,0.5,partner
B0572,B1629,0.5,partner
B0572,B1632,0.7,"partner,region"
B0572,B1647,0.5,partner
B0572,B1654,0.5,partner
B0572,B1657,0.5,partner
B0572,B1664,0.5,partner
B0572,B1671,0.5,partner
B0572,B1677,0.5,partner
B0572,B1679,0.7,"partner,region"
B0572,B1680,0.7,"partner,region"
B0572,B1682,0.5,partner
B0572,B1689,0.5,partner
B0572,B1696,0.7,"partner,region"
B0572,B1698,0.5,partner
B0572,B1705,0.7,"partner,region"
B0572,B1707,0.5,partner
B0572,B1719,0.5,partner
B0572,B1720,0.5,partner
B0572,B1723,0.7,"partner,region"
B0572,B1727,0.5,partner
B0572,B1731,0.5,partner
B0572,B1750,0.5,partner
B0572,B1751,0.5,partner
B0572,B1752,0.5,partner
B0572,B1755,0.5,partner
B0572,B1757,0.5,partner
B0572,B1770,0.7,"partner,region"
B0572,B1773,0.5,partner
B0572,B1776,0.5,partner
B0572,B1778,0.5,partner
B0572,B1782,0.7,"partner,region"
B0572,B1783,0.5,partner
B0572,B1787,0.7,"partner,region"
B0572,B1805,0.5,partner
B0572,B1806,0.5,partner
B0572,B1812,0.5,partner
B0572,B1816,0.5,partner
B0572,B1822,0.5,partner
B0572,B1835,0.5,partner
B0572,B1840,0.5,partner
B0572,B1843,0.5,partner
B0572,B1859,0.7,"partner,region"
B0572,B1876,0.5,partner
B0572,B1884,0.5,partner
B0572,B1894,0.7,"partner,region"
B0572,B1896,0.5,partner
B0572,B1897,0.5,partner
B0572,B1907,0.5,partner
B0572,B1911,0.7,"partner,region"
B0572,B1918,0.7,"partner,region"
B0572,B1925,0.5,partner
B0572,B1927,0.5,partner
B0572,B1929,0.5,partner
B0572,B1935,0.7,"partner,region"
B0572,B1937,0.7,"partner,region"
B0572,B1942,0.5,partner
B0572,B1945,0.7,"partner,region"
B0572,B1949,0.5,partner
B0572,B1953,0.5,partner
B0572,B1958,0.5,partner
B0572,B1965,0.5,partner
B0572,B1973,0.5,partner
B0572,B1984,0.7,"partner,region"
B0572,B1987,0.5,partner
B0572,B1993,0.5,partner
B0572,B1994,0.5,partner
B0572,B1999,0.5,partner
B0572,B0576,0.2,region
B0572,B0615,0.2,region
B0572,B0665,0.2,region
B0572,B0692,0.2,region
B0572,B0700,0.2,region
B0572,B0712,0.2,region
B0572,B0782,0.2,region
B0572,B0789,0.2,region
B0572,B0892,0.2,region
B0572,B0923,0.2,region
B0572,B0973,0.2,region
B0572,B0980,0.2,region
B0572,B1212,0.2,region
B0572,B1433,0.2,region
B0572,B1468,0.2,region
B0572,B1479,0.2,region
B0572,B1516,0.2,region
B0572,B1522,0.2,region
B0572,B1534,0.2,region
B0572,B1569,0.2,region
B0572,B1620,0.2,region
B0572,B1649,0.2,region
B0572,B1661,0.2,region
B0572,B1700,0.2,region
B0572,B1849,0.2,region
B0572,B1906,0.2,region
B0573,B0714,1.5,"group,partner"
B0573,B0946,1.5,"group,partner"
B0573,B1009,1.0,group
B0573,B1858,1.0,group
B0573,B0577,0.5,partner
B0573,B0580,0.5,partner
B0573,B0589,0.5,partner
B0573,B0600,0.5,partner
B0573,B0604,0.5,partner
B0573,B0612,0.7,"partner,region"
B0573,B0631,0.5,partner
B0573,B0632,0.5,partner
B0573,B0633,0.7,"partner,region"
B0573,B0635,0.5,partner
B0573,B0637,0.7,"partner,region"
B0573,B0645,0.5,partner
B0573,B0646,0.5,partner
B0573,B0651,0.7,"partner,region"
B0573,B0691,0.5,partner
B0573,B0695,0.5,partner
B0573,B0703,0.7,"partner,region"
B0573,B0704,0.5,partner
B0573,B0713,0.5,partner
B0573,B0717,0.5,partner
B0573,B0727,0.5,partner
B0573,B0732,0.5,partner
B0573,B0733,0.5,partner
B0573,B0734,0.7,"partner,region"
B0573,B0749,0.7,"partner,region"
B0573,B0754,0.5,partner
B0573,B0762,0.7,"partner,region"
B0573,B0778,0.5,partner
B0573,B0779,0.5,partner
B0573,B0784,0.5,partner
B0573,B0787,0.5,partner
B0573,B0790,0.5,partner
B0573,B0798,0.5,partner
B0573,B0802,0.7,"partner,region"
B0573,B0805,0.5,partner
B0573,B0810,0.7,"partner,region"
B0573,B0825,0.5,partner
B0573,B0827,0.7,"partner,region"
B0573,B0831,0.5,partner
B0573,B0837,0.5,partner
B0573,B0844,0.5,partner
B0573,B0855,0.5,partner
B0573,B0858,0.5,partner
B0573,B0863,0.5,partner
B0573,B0869,0.5,partner
B0573,B0875,0.5,partner
B0573,B0905,0.5,partner
B0573,B0915,0.5,partner
B0573,B0916,0.5,partner
B0573,B0927,0.5,partner
B0573,B0931,0.7,"partner,region"
B0573,B0935,0.5,partner
B0573,B0936,0.5,partner
B0573,B0966,0.7,"partner,region"
B0573,B0969,0.5,partner
B0573,B0975,0.5,partner
B0573,B0976,0.5,partner
B0573,B0977,0.7,"partner,region"
B0573,B0978,0.7,"partner,region"
B0573,B0982,0.5,partner
B0573,B0983,0.5,partner
B0573,B0985,0.5,partner
B0573,B0987,0.7,"partner,region"
B0573,B0988,0.7,"partner,region"
B0573,B0993,0.5,partner
B0573,B0996,0.5,partner
B0573,B1002,0.5,partner
B0573,B1005,0.5,partner
B0573,B1007,0.7,"partner,region"
B0573,B1010,0.7,"partner,region"
B0573,B1017,0.5,partner
B0573,B1019,0.5,partner
B0573,B1025,0.5,partner
B0573,B1036,0.5,partner
B0573,B1037,0.5,partner
B0573,B1038,0.7,"partner,region"
B0573,B1039,0.5,partner
B0573,B1041,0.7,"partner,region"
B0573,B1044,0.5,partner
B0573,B1046,0.5,partner
B0573,B1049,0.7,"partner,region"
B0573,B1050,0.5,partner
B0573,B1058,0.7,"partner,region"
B0573,B1062,0.5,partner
B0573,B1069,0.5,partner
B0573,B1090,0.5,partner
B0573,B1104,0.5,partner
B0573,B1109,0.5,partner
B0573,B1137,0.5,partner
B0573,B1144,0.7,"partner,region"
B0573,B1147,0.5,partner
B0573,B1152,0.7,"partner,region"
B0573,B1154,0.7,"partner,region"
B0573,B1156,0.5,partner
B0573,B1168,0.7,"partner,region"
B0573,B1169,0.7,"partner,region"
B0573,B1173,0.5,partner
B0573,B1176,0.5,partner
B0573,B1180,0.5,partner
B0573,B1182,0.5,partner
B0573,B1186,0.5,partner
B0573,B1187,0.5,partner
B0573,B1190,0.5,partner
B0573,B1198,0.7,"partner,region"
B0573,B1208,0.5,partner
B0573,B1209,0.5,partner
B0573,B1211,0.5,partner
B0573,B1232,0.5,partner
B0573,B1234,0.5,partner
B0573,B1244,0.5,partner
B0573,B1245,0.5,partner
B0573,B1250,0.5,partner
B0573,B1253,0.5,partner
B0573,B1256,0.5,partner
B0573,B1266,0.5,partner
B0573,B1286,0.5,partner
B0573,B1288,0.5,partner
B0573,B1294,0.7,"partner,region"
B0573,B1299,0.7,"partner,region"
B0573,B1301,0.5,partner
B0573,B1317,0.7,"partner,region"
B0573,B1319,0.5,partner
B0573,B1321,0.7,"partner,region"
B0573,B1322,0.5,partner
B0573,B1325,0.5,partner
B0573,B1328,0.5,partner
B0573,B1330,0.5,partner
B0573,B1333,0.5,partner
B0573,B1340,0.5,partner
B0573,B1342,0.5,partner
B0573,B1351,0.7,"partner,region"
B0573,B1354,0.7,"partner,region"
B0573,B1369,0.7,"partner,region"
B0573,B1377,0.7,"partner,region"
B0573,B1380,0.5,partner
B0573,B1393,0.5,partner
B0573,B1406,0.5,partner
B0573,B1410,0.5,partner
B0573,B1415,0.5,partner
B0573,B1416,0.5,partner
B0573,B1417,0.5,partner
B0573,B1424,0.5,partner
B0573,B1426,0.5,partner
B0573,B1438,0.5,partner
B0573,B1455,0.7,"partner,region"
B0573,B1458,0.5,partner
B0573,B1476,0.5,partner
B0573,B1478,0.7,"partner,region"
B0573,B1482,0.5,partner
B0573,B1483,0.7,"partner,region"
B0573,B1486,0.5,partner
B0573,B1491,0.5,partner
B0573,B1500,0.7,"partner,region"
B0573,B1506,0.5,partner
B0573,B1515,0.7,"partner,region"
B0573,B1524,0.5,partner
B0573,B1527,0.5,partner
B0573,B1542,0.5,partner
B0573,B1545,0.7,"partner,region"
B0573,B1547,0.5,partner
B0573,B1553,0.7,"partner,region"
B0573,B1554,0.5,partner
B0573,B1556,0.5,partner
B0573,B1561,0.5,partner
B0573,B1566,0.5,partner
B0573,B1570,0.7,"partner,region"
B0573,B1571,0.5,partner
B0573,B1575,0.5,partner
B0573,B1579,0.5,partner
B0573,B1590,0.5,partner
B0573,B1591,0.5,partner
B0573,B1592,0.7,"partner,region"
B0573,B1596,0.5,partner
B0573,B1597,0.7,"partner,region"
B0573,B1603,0.5,partner
B0573,B1604,0.5,partner
B0573,B1605,0.5,partner
B0573,B1607,0.5,partner
B0573,B1610,0.7,"partner,region"
B0573,B1612,0.7,"partner,region"
B0573,B1629,0.5,partner
B0573,B1632,0.5,partner
B0573,B1647,0.5,partner
B0573,B1654,0.5,partner
B0573,B1657,0.7,"partner,region"
B0573,B1664,0.7,"partner,region"
B0573,B1671,0.5,partner
B0573,B1677,0.7,"partner,region"
B0573,B1679,0.5,partner
B0573,B1680,0.5,partner
B0573,B1682,0.5,partner
B0573,B1689,0.5,partner
B0573,B1696,0.5,partner
B0573,B1698,0.7,"partner,region"
B0573,B1705,0.5,partner
B0573,B1707,0.7,"partner,region"
B0573,B1719,0.5,partner
B0573,B1720,0.5,partner
B0573,B1723,0.5,partner
B0573,B1727,0.7,"partner,region"
B0573,B1731,0.5,partner
B0573,B1750,0.5,partner
B0573,B1751,0.5,partner
B0573,B1752,0.5,partner
B0573,B1755,0.7,"partner,region"
B0573,B1757,0.5,partner
B0573,B1770,0.5,partner
B0573,B1773,0.5,partner
B0573,B1776,0.7,"partner,region"
B0573,B1778,0.5,partner
B0573,B1782,0.5,partner
B0573,B1783,0.7,"partner,region"
B0573,B1787,0.5,partner
B0573,B1805,0.5,partner
B0573,B1806,0.7,"partner,region"
B0573,B1812,0.7,"partner,region"
B0573,B1816,0.5,partner
B0573,B1822,0.5,partner
B0573,B1835,0.7,"partner,region"
B0573,B1840,0.5,partner
B0573,B1843,0.5,partner
B0573,B1859,0.5,partner
B0573,B1876,0.7,"partner,region"
B0573,B1884,0.7,"partner,region"
B0573,B1894,0.5,partner
B0573,B1896,0.5,partner
B0573,B1897,0.5,partner
B0573,B1907,0.5,partner
B0573,B1911,0.5,partner
B0573,B1918,0.5,partner
B0573,B1925,0.5,partner
B0573,B1927,0.5,partner
B0573,B1929,0.5,partner
B0573,B1935,0.5,partner
B0573,B1937,0.5,partner
B0573,B1942,0.5,partner
B0573,B1945,0.5,partner
B0573,B1949,0.7,"partner,region"
B0573,B1953,0.5,partner
B0573,B1958,0.5,partner
B0573,B1965,0.5,partner
B0573,B1973,0.5,partner
B0573,B1984,0.5,partner
B0573,B1987,0.7,"partner,region"
B0573,B1993,0.5,partner
B0573,B1994,0.5,partner
B0573,B1999,0.7,"partner,region"
B0573,B0709,0.2,region
B0573,B0718,0.2,region
B0573,B0731,0.2,region
B0573,B0736,0.2,region
B0573,B0766,0.2,region
B0573,B0807,0.2,region
B0573,B0897,0.2,region
B0573,B0898,0.2,region
B0573,B0963,0.2,region
B0573,B1015,0.2,region
B0573,B1051,0.2,region
B0573,B1113,0.2,region
B0573,B1175,0.2,region
B0573,B1218,0.2,region
B0573,B1252,0.2,region
B0573,B1265,0.2,region
B0573,B1308,0.2,region
B0573,B1338,0.2,region
B0573,B1398,0.2,region
B0573,B1409,0.2,region
B0573,B1431,0.2,region
B0573,B1504,0.2,region
B0573,B1543,0.2,region
B0573,B1549,0.2,region
B0573,B1650,0.2,region
B0573,B1688,0.2,region
B0573,B1697,0.2,region
B0573,B1701,0.2,region
B0573,B1749,0.2,region
B0573,B1766,0.2,region
B0573,B1785,0.2,region
B0573,B1830,0.2,region
B0573,B1852,0.2,region
B0573,B1881,0.2,region
B0573,B1916,0.2,region
B0573,B1930,0.2,region
B0573,B1934,0.2,region
B0573,B1954,0.2,region
B0573,B1975,0.2,region
B0573,B1980,0.2,region
B0574,B1148,1.0,group
B0574,B1213,1.0,group
B0574,B1552,1.0,group
B0574,B0794,0.5,partner
B0574,B0920,0.7,"partner,region"
B0574,B0942,0.5,partner
B0574,B0945,0.7,"partner,region"
B0574,B0997,0.5,partner
B0574,B1054,0.5,partner
B0574,B1192,0.7,"partner,region"
B0574,B1201,0.5,partner
B0574,B1306,0.5,partner
B0574,B1307,0.7,"partner,region"
B0574,B1391,0.5,partner
B0574,B1407,0.5,partner
B0574,B1497,0.5,partner
B0574,B1624,0.5,partner
B0574,B1736,0.7,"partner,region"
B0574,B1737,0.5,partner
B0574,B1804,0.5,partner
B0574,B1864,0.7,"partner,region"
B0574,B0657,0.2,region
B0574,B0755,0.2,region
B0574,B1129,0.2,region
B0574,B1257,0.2,region
B0574,B1312,0.2,region
B0574,B1370,0.2,region
B0574,B1732,0.2,region
B0574,B1827,0.2,region
B0575,B0836,1.0,group
B0575,B0925,1.0,group
B0575,B0942,1.0,group
B0575,B1554,1.0,group
B0575,B1956,1.0,group
B0575,B0601,0.7,"partner,region"
B0575,B1009,0.5,partner
B0575,B1217,0.5,partner
B0575,B1349,0.7,"partner,region"
B0575,B1383,0.5,partner
B0575,B1436,0.7,"partner,region"
B0575,B1621,0.7,"partner,region"
B0575,B1633,0.7,"partner,region"
B0575,B1670,0.5,partner
B0575,B1726,0.7,"partner,region"
B0575,B1839,0.7,"partner,region"
B0575,B1964,0.7,"partner,region"
B0575,B0776,0.2,region
B0575,B1034,0.2,region
B0575,B1148,0.2,region
B0575,B1229,0.2,region
B0575,B1235,0.2,region
B0575,B1790,0.2,region
B0576,B0706,1.0,group
B0576,B0986,1.0,group
B0576,B1258,1.0,group
B0576,B1432,1.0,group
B0576,B1493,1.0,group
B0576,B0619,0.5,partner
B0576,B0692,0.7,"partner,region"
B0576,B0709,0.5,partner
B0576,B0718,0.5,partner
B0576,B0763,0.5,partner
B0576,B0789,0.7,"partner,region"
B0576,B0795,0.5,partner
B0576,B0807,0.5,partner
B0576,B0822,0.5,partner
B0576,B0894,0.5,partner
B0576,B0897,0.5,partner
B0576,B0963,0.5,partner
B0576,B0973,0.7,"partner,region"
B0576,B0980,0.7,"partner,region"
B0576,B1101,0.5,partner
B0576,B1179,0.5,partner
B0576,B1398,0.5,partner
B0576,B1477,0.5,partner
B0576,B1516,0.7,"partner,region"
B0576,B1543,0.5,partner
B0576,B1648,0.5,partner
B0576,B1697,0.5,partner
B0576,B1917,0.5,partner
B0576,B1975,0.5,partner
B0576,B1979,0.5,partner
B0576,B1980,0.5,partner
B0576,B0577,0.2,region
B0576,B0615,0.2,region
B0576,B0632,0.2,region
B0576,B0665,0.2,region
B0576,B0695,0.2,region
B0576,B0700,0.2,region
B0576,B0712,0.2,region
B0576,B0717,0.2,region
B0576,B0732,0.2,region
B0576,B0733,0.2,region
B0576,B0754,0.2,region
B0576,B0778,0.2,region
B0576,B0782,0.2,region
B0576,B0790,0.2,region
B0576,B0875,0.2,region
B0576,B0892,0.2,region
B0576,B0905,0.2,region
B0576,B0916,0.2,region
B0576,B0923,0.2,region
B0576,B0936,0.2,region
B0576,B0985,0.2,region
B0576,B1002,0.2,region
B0576,B1039,0.2,region
B0576,B1062,0.2,region
B0576,B1109,0.2,region
B0576,B1173,0.2,region
B0576,B1180,0.2,region
B0576,B1186,0.2,region
B0576,B1190,0.2,region
B0576,B1209,0.2,region
B0576,B1211,0.2,region
B0576,B1212,0.2,region
B0576,B1234,0.2,region
B0576,B1244,0.2,region
B0576,B1286,0.2,region
B0576,B1301,0.2,region
B0576,B1322,0.2,region
B0576,B1333,0.2,region
B0576,B1342,0.2,region
B0576,B1416,0.2,region
B0576,B1417,0.2,region
B0576,B1433,0.2,region
B0576,B1458,0.2,region
B0576,B1468,0.2,region
B0576,B1479,0.2,region
B0576,B1522,0.2,region
B0576,B1534,0.2,region
B0576,B1542,0.2,region
B0576,B1554,0.2,region
B0576,B1556,0.2,region
B0576,B1569,0.2,region
B0576,B1571,0.2,region
B0576,B1575,0.2,region
B0576,B1579,0.2,region
B0576,B1591,0.2,region
B0576,B1620,0.2,region
B0576,B1632,0.2,region
B0576,B1649,0.2,region
B0576,B1661,0.2,region
B0576,B1679,0.2,region
B0576,B1680,0.2,region
B0576,B1696,0.2,region
B0576,B1700,0.2,region
B0576,B1705,0.2,region
B0576,B1723,0.2,region
B0576,B1770,0.2,region
B0576,B1782,0.2,region
B0576,B1787,0.2,region
B0576,B1849,0.2,region
B0576,B1859,0.2,region
B0576,B1894,0.2,region
B0576,B1906,0.2,region
B0576,B1911,0.2,region
B0576,B1918,0.2,region
B0576,B1935,0.2,region
B0576,B1937,0.2,region
B0576,B1945,0.2,region
B0576,B1984,0.2,region
B0577,B0645,1.5,"group,partner"
B0577,B0681,1.0,group
B0577,B1012,1.0,group
B0577,B1839,1.0,group
B0577,B0580,0.5,partner
B0577,B0589,0.5,partner
B0577,B0600,0.5,partner
B0577,B0604,0.5,partner
B0577,B0612,0.5,partner
B0577,B0631,0.5,partner
B0577,B0632,0.7,"partner,region"
B0577,B0633,0.5,partner
B0577,B0635,0.5,partner
B0577,B0637,0.5,partner
B0577,B0646,0.5,partner
B0577,B0651,0.5,partner
B0577,B0691,0.5,partner
B0577,B0695,0.7,"partner,region"
B0577,B0703,0.5,partner
B0577,B0704,0.5,partner
B0577,B0713,0.5,partner
B0577,B0714,0.5,partner
B0577,B0717,0.7,"partner,region"
B0577,B0727,0.5,partner
B0577,B0732,0.7,"partner,region"
B0577,B0733,0.7,"partner,region"
B0577,B0734,0.5,partner
B0577,B0749,0.5,partner
B0577,B0754,0.7,"partner,region"
B0577,B0762,0.5,partner
B0577,B0778,0.7,"partner,region"
B0577,B0779,0.5,partner
B0577,B0784,0.5,partner
B0577,B0787,0.5,partner
B0577,B0790,0.7,"partner,region"
B0577,B0798,0.5,partner
B0577,B0802,0.5,partner
B0577,B0805,0.5,partner
B0577,B0810,0.5,partner
B0577,B0825,0.5,partner
B0577,B0827,0.5,partner
B0577,B0831,0.5,partner
B0577,B0837,0.5,partner
B0577,B0844,0.5,partner
B0577,B0855,0.5,partner
B0577,B0858,0.5,partner
B0577,B0863,0.5,partner
B0577,B0869,0.5,partner
B0577,B0875,0.7,"partner,region"
B0577,B0905,0.7,"partner,region"
B0577,B0915,0.5,partner
B0577,B0916,0.7,"partner,region"
B0577,B0927,0.5,partner
B0577,B0931,0.5,partner
B0577,B0935,0.5,partner
B0577,B0936,0.7,"partner,region"
B0577,B0946,0.5,partner
B0577,B0966,0.5,partner
B0577,B0969,0.5,partner
B0577,B0975,0.5,partner
B0577,B0976,0.5,partner
B0577,B0977,0.5,partner
B0577,B0978,0.5,partner
B0577,B0982,0.5,partner
B0577,B0983,0.5,partner
B0577,B0985,0.7,"partner,region"
B0577,B0987,0.5,partner
B0577,B0988,0.5,partner
B0577,B0993,0.5,partner
B0577,B0996,0.5,partner
B0577,B1002,0.7,"partner,region"
B0577,B1005,0.5,partner
B0577,B1007,0.5,partner
B0577,B1010,0.5,partner
B0577,B1017,0.5,partner
B0577,B1019,0.5,partner
B0577,B1025,0.5,partner
B0577,B1036,0.5,partner
B0577,B1037,0.5,partner
B0577,B1038,0.5,partner
B0577,B1039,0.7,"partner,region"
B0577,B1041,0.5,partner
B0577,B1044,0.5,partner
B0577,B1046,0.5,partner
B0577,B1049,0.5,partner
B0577,B1050,0.5,partner
B0577,B1058,0.5,partner
B0577,B1062,0.7,"partner,region"
B0577,B1069,0.5,partner
B0577,B1090,0.5,partner
B0577,B1104,0.5,partner
B0577,B1109,0.7,"partner,region"
B0577,B1137,0.5,partner
B0577,B1144,0.5,partner
B0577,B1147,0.5,partner
B0577,B1152,0.5,partner
B0577,B1154,0.5,partner
B0577,B1156,0.5,partner
B0577,B1168,0.5,partner
B0577,B1169,0.5,partner
B0577,B1173,0.7,"partner,region"
B0577,B1176,0.5,partner
B0577,B1180,0.7,"partner,region"
B0577,B1182,0.5,partner
B0577,B1186,0.7,"partner,region"
B0577,B1187,0.5,partner
B0577,B1190,0.7,"partner,region"
B0577,B1198,0.5,partner
B0577,B1208,0.5,partner
B0577,B1209,0.7,"partner,region"
B0577,B1211,0.7,"partner,region"
B0577,B1232,0.5,partner
B0577,B1234,0.7,"partner,region"
B0577,B1244,0.7,"partner,region"
B0577,B1245,0.5,partner
B0577,B1250,0.5,partner
B0577,B1253,0.5,partner
B0577,B1256,0.5,partner
B0577,B1266,0.5,partner
B0577,B1286,0.7,"partner,region"
B0577,B1288,0.5,partner
B0577,B1294,0.5,partner
B0577,B1299,0.5,partner
B0577,B1301,0.7,"partner,region"
B0577,B1317,0.5,partner
B0577,B1319,0.5,partner
B0577,B1321,0.5,partner
B0577,B1322,0.7,"partner,region"
B0577,B1325,0.5,partner
B0577,B1328,0.5,partner
B0577,B1330,0.5,partner
B0577,B1333,0.7,"partner,region"
B0577,B1340,0.5,partner
B0577,B1342,0.7,"partner,region"
B0577,B1351,0.5,partner
B0577,B1354,0.5,partner
B0577,B1369,0.5,partner
B0577,B1377,0.5,partner
B0577,B1380,0.5,partner
B0577,B1393,0.5,partner
B0577,B1406,0.5,partner
B0577,B1410,0.5,partner
B0577,B1415,0.5,partner
B0577,B1416,0.7,"partner,region"
B0577,B1417,0.7,"partner,region"
B0577,B1424,0.5,partner
B0577,B1426,0.5,partner
B0577,B1438,0.5,partner
B0577,B1455,0.5,partner
B0577,B1458,0.7,"partner,region"
B0577,B1476,0.5,partner
B0577,B1478,0.5,partner
B0577,B1482,0.5,partner
B0577,B1483,0.5,partner
B0577,B1486,0.5,partner
B0577,B1491,0.5,partner
B0577,B1500,0.5,partner
B0577,B1506,0.5,partner
B0577,B1515,0.5,partner
B0577,B1524,0.5,partner
B0577,B1527,0.5,partner
B0577,B1542,0.7,"partner,region"
B0577,B1545,0.5,partner
B0577,B1547,0.5,partner
B0577,B1553,0.5,partner
B0577,B1554,0.7,"partner,region"
B0577,B1556,0.7,"partner,region"
B0577,B1561,0.5,partner
B0577,B1566,0.5,partner
B0577,B1570,0.5,partner
B0577,B1571,0.7,"partner,region"
B0577,B1575,0.7,"partner,region"
B0577,B1579,0.7,"partner,region"
B0577,B1590,0.5,partner
B0577,B1591,0.7,"partner,region"
B0577,B1592,0.5,partner
B0577,B1596,0.5,partner
B0577,B1597,0.5,partner
B0577,B1603,0.5,partner
B0577,B1604,0.5,partner
B0577,B1605,0.5,partner
B0577,B1607,0.5,partner
B0577,B1610,0.5,partner
B0577,B1612,0.5,partner
B0577,B1629,0.5,partner
B0577,B1632,0.7,"partner,region"
B0577,B1647,0.5,partner
B0577,B1654,0.5,partner
B0577,B1657,0.5,partner
B0577,B1664,0.5,partner
B0577,B1671,0.5,partner
B0577,B1677,0.5,partner
B0577,B1679,0.7,"partner,region"
B0577,B1680,0.7,"partner,region"
B0577,B1682,0.5,partner
B0577,B1689,0.5,partner
B0577,B1696,0.7,"partner,region"
B0577,B1698,0.5,partner
B0577,B1705,0.7,"partner,region"
B0577,B1707,0.5,partner
B0577,B1719,0.5,partner
B0577,B1720,0.5,partner
B0577,B1723,0.7,"partner,region"
B0577,B1727,0.5,partner
B0577,B1731,0.5,partner
B0577,B1750,0.5,partner
B0577,B1751,0.5,partner
B0577,B1752,0.5,partner
B0577,B1755,0.5,partner
B0577,B1757,0.5,partner
