borrower_id,t,state,is_stressed,own_lagged_risk,neighbor_stress_fraction,regional_shock_index,ground_truth_reason,group_id,partner_id,region_id,loan_amount,term_months,repayment_interval,current_savings,individual_risk_score
B0087,5,0,0,0,0.0,0,,G0333,146.0,Armenia_R1,650.0,14.0,monthly,130.5,0.061502628
B0088,5,0,0,0,0.0,1,,G0153,199.0,El Salvador_R2,500.0,14.0,bullet,84.8,0.03802638
B0089,5,2,1,1,0.16666666666666666,0,Contagion-Driven Stress,G0234,163.0,Uganda_R3,800.0,10.0,monthly,75.13,0.051752232
B0090,5,0,0,0,0.5,0,,G0217,296.0,Togo_R3,200.0,8.0,irregular,32.05,0.053842783
B0091,5,0,0,0,0.0,0,,G0323,246.0,Guatemala_R3,675.0,14.0,monthly,47.55,0.039504487
B0092,5,0,0,0,0.25,0,,G0188,199.0,El Salvador_R1,300.0,12.0,monthly,17.32,0.13547316
B0093,5,0,0,0,0.0,0,,G0242,93.0,Peru_R3,1425.0,8.0,monthly,129.03,0.07479315
B0094,5,0,0,0,0.3333333333333333,0,,G0197,181.0,Georgia_R3,2125.0,39.0,monthly,720.24,0.093555845
B0095,5,0,0,0,0.0,0,,G0303,81.0,El Salvador_R0,500.0,20.0,monthly,107.43,0.045153536
B0096,5,0,0,0,0.0,0,,G0146,386.0,Kenya_R2,600.0,14.0,irregular,203.85,0.07530706
B0097,5,0,0,0,0.0,0,,G0193,96.0,Nicaragua_R1,3550.0,10.0,monthly,638.11,0.12955067
B0098,5,0,0,0,0.16666666666666666,0,,G0308,156.0,Kenya_R2,300.0,14.0,monthly,43.06,0.0666115
B0099,5,0,0,0,0.0,0,,G0004,126.0,Philippines_R1,250.0,8.0,irregular,50.46,0.06225153
B0100,5,0,0,0,0.0,0,,G0038,145.0,Philippines_R2,200.0,8.0,irregular,36.37,0.054483794
B0101,5,0,0,0,0.16666666666666666,0,,G0093,246.0,Guatemala_R0,2900.0,14.0,monthly,236.93,0.053582992
B0102,5,0,0,0,0.4,0,,G0194,125.0,Philippines_R2,650.0,12.0,irregular,157.46,0.0824258
B0103,5,0,0,0,0.0,0,,G0276,144.0,Philippines_R0,350.0,5.0,irregular,40.18,0.0384805
B0104,5,0,0,0,0.5,0,,G0202,199.0,El Salvador_R0,1600.0,8.0,bullet,377.4,0.11362458
B0105,5,0,0,0,0.0,0,,G0136,126.0,Philippines_R3,100.0,7.0,monthly,24.51,0.09028877
B0106,5,0,0,0,0.2,0,,G0184,279.0,Nicaragua_R0,350.0,14.0,irregular,33.46,0.05326825
B0107,5,0,0,0,0.16666666666666666,0,,G0094,462.0,Palestine_R2,1500.0,28.0,monthly,102.61,0.055113234
B0108,5,2,1,1,0.2,0,Isolated Stress,G0224,145.0,Philippines_R0,175.0,8.0,irregular,49.74,0.08407248
B0109,5,1,1,1,0.3333333333333333,0,Contagion-Driven Stress,G0027,199.0,El Salvador_R0,1500.0,32.0,monthly,281.91,0.09194723
B0110,5,2,1,1,0.0,0,Independent Regional Shock,G0189,9.0,Cambodia_R3,1250.0,8.0,irregular,84.31,0.10033971
B0111,5,0,0,0,0.4,0,,G0011,222.0,Uganda_R0,850.0,14.0,monthly,296.19,0.05334523
B0112,5,0,0,0,0.0,0,,G0291,177.0,Colombia_R0,700.0,21.0,bullet,47.13,0.04121692
B0113,5,0,0,0,0.0,0,,G0119,386.0,Kenya_R0,500.0,11.0,irregular,129.26,0.056064438
B0114,5,0,0,0,0.3333333333333333,0,,G0233,388.0,Kenya_R2,675.0,14.0,monthly,232.94,0.068127446
B0115,5,0,0,0,0.16666666666666666,0,,G0041,121.0,Vietnam_R0,900.0,14.0,monthly,109.58,0.058708377
B0116,5,1,1,0,0.4,0,Isolated Stress,G0247,442.0,Haiti_R1,500.0,7.0,monthly,46.34,0.06340708
B0117,5,0,0,0,0.3333333333333333,0,,G0196,145.0,Philippines_R1,450.0,8.0,irregular,38.89,0.064030334
B0118,5,0,0,0,0.0,0,,G0110,246.0,Guatemala_R2,675.0,14.0,monthly,95.16,0.051452357
B0119,5,0,0,0,0.0,1,,G0248,100.0,Tajikistan_R0,950.0,14.0,monthly,76.3,0.045507263
B0120,5,0,0,0,0.0,0,,G0025,177.0,Colombia_R3,350.0,13.0,bullet,90.18,0.040128306
B0121,5,0,0,0,0.0,1,,G0334,222.0,Uganda_R1,1050.0,7.0,monthly,72.12,0.07443601
B0122,5,1,1,1,0.2,0,Isolated Stress,G0287,154.0,Colombia_R2,400.0,15.0,monthly,81.13,0.05368656
B0123,5,2,1,1,0.0,0,Isolated Stress,G0060,311.0,Cambodia_R1,200.0,8.0,monthly,69.8,0.09069749
B0124,5,0,0,0,0.0,1,,G0006,163.0,Uganda_R1,475.0,10.0,monthly,139.74,0.05732892
B0125,5,1,1,0,0.3333333333333333,0,Contagion-Driven Stress,G0190,87.0,Tanzania_R3,1875.0,11.0,irregular,439.81,0.1069655
B0126,5,0,0,0,0.0,0,,G0136,145.0,Philippines_R1,225.0,7.0,irregular,31.92,0.05056396
B0127,5,0,0,0,0.3333333333333333,0,,G0262,204.0,Cambodia_R2,500.0,14.0,monthly,118.58,0.05331778
B0128,5,0,0,0,0.25,0,,G0003,183.0,Sierra Leone_R2,275.0,11.0,irregular,57.23,0.06187041
B0129,5,0,0,0,0.2,0,,G0141,406.0,Indonesia_R0,425.0,60.0,irregular,75.58,0.06435878
B0130,5,0,0,0,0.0,1,,G0333,63.0,Tajikistan_R0,75.0,14.0,monthly,6.69,0.11444363
B0131,5,0,0,0,0.0,0,,G0153,145.0,Philippines_R0,375.0,11.0,irregular,118.49,0.060430143
B0132,5,0,0,0,0.3333333333333333,0,,G0191,80.0,Palestine_R0,550.0,21.0,monthly,101.71,0.050200388
B0133,5,0,0,0,0.0,0,,G0213,169.0,Armenia_R3,1050.0,30.0,monthly,113.81,0.09349985
B0134,5,0,0,0,0.0,0,,G0310,98.0,Nicaragua_R2,375.0,13.0,monthly,60.12,0.05120159
B0135,5,0,0,0,0.0,0,,G0026,386.0,Kenya_R2,200.0,15.0,irregular,34.85,0.05353298
B0136,5,0,0,0,0.3333333333333333,0,,G0158,145.0,Philippines_R0,275.0,8.0,irregular,82.02,0.052532494
B0137,5,1,1,1,0.16666666666666666,0,Independent Regional Shock,G0191,386.0,Kenya_R3,400.0,14.0,irregular,108.03,0.06912902
B0138,5,0,0,0,0.0,0,,G0165,240.0,Kosovo_R0,1625.0,20.0,monthly,456.29,0.047689434
B0139,5,0,0,0,0.3333333333333333,0,,G0166,145.0,Philippines_R1,325.0,8.0,irregular,17.33,0.066601805
B0140,5,0,0,0,0.16666666666666666,0,,G0138,58.0,Paraguay_R3,3400.0,8.0,monthly,594.48,0.07196995
B0141,5,0,0,0,0.16666666666666666,0,,G0075,138.0,Kenya_R2,475.0,14.0,monthly,92.34,0.045535825
B0142,5,0,0,0,0.6,0,,G0150,115.0,Lebanon_R0,575.0,11.0,monthly,32.06,0.08399138
B0143,5,0,0,1,0.5,0,,G0286,201.0,Honduras_R3,925.0,14.0,bullet,118.35,0.056401107
B0144,5,0,0,0,0.3333333333333333,0,,G0177,62.0,Nepal_R0,300.0,14.0,monthly,83.43,0.05388126
B0145,5,0,0,0,0.0,0,,G0203,145.0,Philippines_R0,225.0,8.0,irregular,20.5,0.053740185
B0146,5,0,0,0,0.0,0,,G0283,133.0,Kenya_R2,350.0,14.0,monthly,73.71,0.045037676
B0147,5,1,1,0,0.75,0,Isolated Stress,G0125,115.0,Lebanon_R0,750.0,11.0,monthly,85.92,0.08092892
B0148,5,0,0,1,0.4,0,,G0099,136.0,Philippines_R3,300.0,26.0,monthly,16.09,0.31693345
B0149,5,0,0,0,0.0,0,,G0254,311.0,Cambodia_R2,200.0,8.0,monthly,24.47,0.07611715
B0150,5,0,0,0,0.0,0,,G0281,199.0,El Salvador_R1,200.0,14.0,monthly,68.55,0.078355365
B0151,5,0,0,0,0.0,0,,G0277,188.0,Ecuador_R1,800.0,20.0,monthly,232.37,0.066211626
B0152,5,0,0,0,0.2,0,,G0275,110.0,Bolivia_R0,1450.0,20.0,irregular,489.92,0.053902306
B0153,5,0,0,0,0.2,0,,G0244,100.0,Tajikistan_R2,325.0,14.0,monthly,63.82,0.051837053
B0154,5,2,1,1,0.0,0,Isolated Stress,G0260,137.0,Ecuador_R0,550.0,7.0,irregular,45.61,0.07020276
B0155,5,0,0,0,0.0,0,,G0126,123.0,Philippines_R0,225.0,8.0,irregular,48.24,0.067081094
B0156,5,1,1,0,0.0,0,Isolated Stress,G0146,126.0,Philippines_R0,350.0,3.0,irregular,65.21,0.102866545
B0157,5,0,0,0,0.25,0,,G0266,145.0,Philippines_R0,225.0,8.0,irregular,68.24,0.06596057
B0158,5,0,0,0,0.3333333333333333,0,,G0144,145.0,Philippines_R0,250.0,5.0,irregular,19.86,0.01875746
B0159,5,1,1,0,0.25,0,Contagion-Driven Stress,G0237,125.0,Philippines_R2,225.0,12.0,irregular,44.21,0.0739549
B0160,5,2,1,1,0.6666666666666666,0,Isolated Stress,G0274,100.0,Tajikistan_R1,425.0,14.0,monthly,40.38,0.07252533
B0161,5,0,0,0,0.0,0,,G0319,136.0,Philippines_R1,175.0,8.0,irregular,25.8,0.03920221
B0162,5,0,0,0,0.25,0,,G0049,177.0,Colombia_R2,1200.0,27.0,bullet,325.45,0.11497869
B0163,5,0,0,0,0.0,0,,G0045,164.0,Kenya_R0,600.0,14.0,irregular,115.68,0.055921048
B0164,5,0,0,0,0.0,0,,G0154,441.0,Rwanda_R0,300.0,36.0,monthly,48.83,0.05303162
B0165,5,0,0,0,0.5,0,,G0192,169.0,Armenia_R0,3000.0,38.0,monthly,505.03,0.028458761
B0166,5,0,0,0,0.6666666666666666,0,,G0325,269.0,Honduras_R2,1350.0,26.0,monthly,253.58,0.07695555
B0167,5,0,0,0,0.25,0,,G0162,143.0,Peru_R0,225.0,11.0,monthly,64.24,0.068201035
B0168,5,0,0,0,0.16666666666666666,0,,G0055,279.0,Nicaragua_R0,625.0,14.0,irregular,198.52,0.07530706
B0169,5,1,1,1,0.5,0,Isolated Stress,G0220,71.0,Peru_R0,375.0,9.0,monthly,126.23,0.07256038
B0170,5,0,0,0,0.4,0,,G0086,48.0,Bolivia_R3,625.0,8.0,monthly,178.79,0.07330273
B0171,5,0,0,0,0.25,0,,G0162,126.0,Philippines_R0,125.0,8.0,monthly,18.08,0.09471074
B0172,5,0,0,0,0.5,0,,G0216,169.0,Armenia_R3,2200.0,26.0,monthly,564.17,0.0865359
B0173,5,0,0,0,0.6,0,,G0034,55.0,Guatemala_R0,3375.0,14.0,monthly,611.82,0.04673525
B0174,5,0,0,0,0.2,0,,G0120,154.0,Colombia_R1,1150.0,20.0,monthly,145.36,0.062778294
B0175,5,0,0,0,0.16666666666666666,0,,G0060,145.0,Philippines_R3,425.0,14.0,irregular,128.46,0.09669963
B0176,5,0,0,0,0.0,0,,G0227,121.0,Vietnam_R2,1850.0,14.0,monthly,113.83,0.049019013
B0177,5,0,0,0,0.2,0,,G0117,15.0,Samoa_R0,975.0,14.0,irregular,312.52,0.05539687
B0178,5,0,0,0,0.0,0,,G0148,145.0,Philippines_R0,325.0,13.0,irregular,61.24,0.060404364
B0179,5,0,0,0,0.25,0,,G0128,112.0,Uganda_R2,125.0,6.0,irregular,30.15,0.043646764
B0180,5,0,0,0,0.0,0,,G0264,441.0,Rwanda_R0,300.0,36.0,monthly,74.34,0.031616803
B0181,5,0,0,0,0.2,0,,G0133,171.0,Kyrgyzstan_R2,1750.0,14.0,monthly,557.44,0.059589077
B0182,5,1,1,0,0.0,0,Isolated Stress,G0085,133.0,Kenya_R2,50.0,8.0,monthly,12.05,0.14638977
B0183,5,0,0,0,0.3333333333333333,0,,G0191,242.0,India_R1,1725.0,43.0,bullet,403.96,0.14730778
B0184,5,0,0,1,0.0,0,,G0078,199.0,El Salvador_R0,550.0,15.0,bullet,38.5,0.07114851
B0185,5,0,0,0,0.0,0,,G0057,74.0,Nicaragua_R2,275.0,18.0,irregular,56.52,0.07594812
B0186,5,0,0,0,0.0,0,,G0285,145.0,Philippines_R2,150.0,8.0,irregular,14.26,0.02448346
B0187,5,0,0,0,0.0,0,,G0315,78.0,Mali_R2,225.0,5.0,monthly,61.03,0.13066183
B0188,5,0,0,0,0.25,0,,G0036,115.0,Lebanon_R0,575.0,10.0,monthly,117.11,0.06752537
B0189,5,0,0,0,0.0,0,,G0327,396.0,Ghana_R0,1500.0,8.0,bullet,381.1,0.11362458
B0190,5,0,0,0,0.6,0,,G0263,177.0,Colombia_R0,525.0,18.0,bullet,32.81,0.06199234
B0191,5,0,0,0,0.2,0,,G0231,58.0,Paraguay_R0,4800.0,8.0,monthly,362.1,0.16016468
B0192,5,0,0,1,0.0,0,,G0074,185.0,Jordan_R2,1425.0,21.0,monthly,377.48,0.10183781
B0193,5,0,0,0,0.3333333333333333,0,,G0169,311.0,Cambodia_R2,175.0,8.0,monthly,12.53,0.031781554
B0194,5,0,0,0,0.0,0,,G0061,145.0,Philippines_R2,525.0,8.0,irregular,37.47,0.057229284
B0195,5,0,0,0,0.16666666666666666,0,,G0145,145.0,Philippines_R0,250.0,8.0,irregular,13.41,0.025954273
B0196,5,1,1,0,0.0,0,Isolated Stress,G0037,48.0,Bolivia_R0,800.0,11.0,monthly,269.56,0.09281205
B0197,5,0,0,1,0.5,0,,G0286,177.0,Colombia_R3,700.0,26.0,bullet,189.88,0.08423782
B0198,5,0,0,0,0.16666666666666666,0,,G0071,185.0,Jordan_R3,425.0,15.0,monthly,66.29,0.06314586
B0199,5,0,0,0,0.6,0,,G0091,144.0,Philippines_R3,450.0,8.0,irregular,62.53,0.07430648
B0200,5,0,0,0,0.0,1,,G0310,199.0,El Salvador_R2,1000.0,14.0,bullet,154.91,0.07736474
B0201,5,0,0,0,0.0,0,,G0319,204.0,Cambodia_R0,950.0,14.0,monthly,268.28,0.05815714
B0202,5,0,0,0,0.0,0,,G0288,145.0,Philippines_R2,150.0,14.0,irregular,37.26,0.0865053
B0203,5,0,0,0,0.16666666666666666,0,,G0046,55.0,Guatemala_R2,4525.0,12.0,monthly,477.65,0.07060857
B0204,5,1,1,0,0.3333333333333333,0,Isolated Stress,G0190,145.0,Philippines_R3,425.0,13.0,irregular,43.45,0.09042802
B0205,5,0,0,0,0.0,0,,G0321,167.0,El Salvador_R0,300.0,8.0,monthly,23.86,0.07596076
B0206,5,0,0,0,0.0,0,,G0306,145.0,Philippines_R0,350.0,10.0,irregular,86.83,0.045339186
B0207,5,0,0,0,0.0,0,,G0278,81.0,El Salvador_R0,1250.0,20.0,monthly,349.14,0.098630235
B0208,5,0,0,0,0.4,0,,G0107,443.0,Madagascar_R3,600.0,9.0,irregular,77.71,0.066664495
B0209,5,0,0,0,0.0,0,,G0137,167.0,El Salvador_R0,500.0,14.0,monthly,28.14,0.041740794
B0210,5,0,0,0,0.2,0,,G0015,247.0,Pakistan_R0,375.0,11.0,irregular,27.99,0.08337129
B0211,5,0,0,0,0.5,0,,G0028,81.0,El Salvador_R0,500.0,14.0,monthly,170.18,0.04145621
B0212,5,0,0,0,0.3333333333333333,0,,G0008,126.0,Philippines_R0,300.0,8.0,irregular,41.59,0.062452324
B0213,5,0,0,0,0.2,0,,G0184,145.0,Philippines_R1,225.0,8.0,irregular,63.17,0.07299095
B0214,5,0,0,0,0.0,0,,G0123,357.0,Mexico_R0,625.0,20.0,monthly,148.37,0.08278492
B0215,5,1,1,0,0.25,0,Isolated Stress,G0143,245.0,Pakistan_R0,450.0,14.0,monthly,74.06,0.05130097
B0216,5,1,1,0,0.0,1,Independent Regional Shock,G0315,78.0,Mali_R0,325.0,8.0,irregular,36.3,0.057822507
B0217,5,1,1,0,0.0,0,Isolated Stress,G0241,239.0,Albania_R1,1575.0,26.0,monthly,136.11,0.07906704
B0218,5,0,0,0,0.3333333333333333,0,,G0047,145.0,Philippines_R2,325.0,14.0,irregular,76.21,0.052015636
B0219,5,0,0,0,0.0,1,,G0291,100.0,Tajikistan_R0,2300.0,26.0,monthly,649.5,0.062052496
B0220,5,0,0,0,0.2,0,,G0039,145.0,Philippines_R3,200.0,8.0,irregular,48.63,0.08407248
B0221,5,0,0,0,0.0,0,,G0119,145.0,Philippines_R2,225.0,8.0,irregular,47.05,0.067081094
B0222,5,0,0,0,0.2,0,,G0172,202.0,Kenya_R1,775.0,11.0,bullet,48.5,0.053884737
B0223,5,0,0,0,0.0,0,,G0203,167.0,El Salvador_R0,800.0,17.0,monthly,272.44,0.056775585
B0224,5,0,0,0,0.2,0,,G0167,123.0,Philippines_R2,150.0,7.0,irregular,43.44,0.06042359
B0225,5,0,0,0,0.2,0,,G0269,63.0,Tajikistan_R2,375.0,10.0,monthly,51.69,0.048028246
B0226,5,0,0,0,0.0,0,,G0098,9.0,Cambodia_R3,1000.0,20.0,monthly,343.99,0.07684497
B0227,5,0,0,0,0.25,0,,G0176,182.0,Liberia_R1,225.0,11.0,irregular,51.88,0.07661474
B0228,5,0,0,0,0.2,0,,G0172,112.0,Uganda_R2,500.0,6.0,irregular,112.36,0.0622882
B0229,5,0,0,0,0.5,0,,G0270,145.0,Philippines_R3,525.0,5.0,irregular,144.07,0.024597062
B0230,5,0,0,0,0.16666666666666666,0,,G0311,311.0,Cambodia_R1,100.0,8.0,monthly,29.35,0.030711723
B0231,5,0,0,0,0.0,0,,G0033,81.0,El Salvador_R0,400.0,14.0,monthly,98.78,0.06415246
B0232,5,0,0,0,0.0,0,,G0186,156.0,Kenya_R3,575.0,14.0,monthly,50.85,0.054576095
B0233,5,0,0,0,0.0,0,,G0025,129.0,Indonesia_R0,225.0,13.0,irregular,34.08,0.062101845
B0234,5,0,0,0,0.16666666666666666,0,,G0222,334.0,India_R0,325.0,43.0,bullet,106.74,0.025882592
B0235,5,1,1,1,0.16666666666666666,0,Contagion-Driven Stress,G0196,119.0,Peru_R0,500.0,8.0,monthly,58.69,0.08969628
B0236,5,0,0,0,0.25,0,,G0106,163.0,Uganda_R3,425.0,10.0,monthly,68.7,0.057909533
B0237,5,0,0,0,0.16666666666666666,0,,G0035,439.0,Cambodia_R1,625.0,8.0,bullet,112.26,0.02881252
B0238,5,0,0,0,0.2,0,,G0184,381.0,Malawi_R3,50.0,10.0,monthly,9.09,0.10180089
B0239,5,2,1,1,0.0,0,Isolated Stress,G0017,123.0,Philippines_R0,825.0,6.0,bullet,192.95,0.12800828
B0240,5,0,0,0,0.3333333333333333,0,,G0068,243.0,Timor-Leste_R2,800.0,13.0,monthly,266.34,0.06869771
B0241,5,0,0,0,0.0,0,,G0324,198.0,Turkey_R0,300.0,7.0,irregular,36.66,0.052335396
B0242,5,0,0,0,0.2,0,,G0173,245.0,Pakistan_R0,400.0,14.0,monthly,34.58,0.07073391
B0243,5,0,0,0,0.6666666666666666,0,,G0130,145.0,Philippines_R0,250.0,8.0,irregular,27.31,0.034755614
B0244,5,0,0,0,0.6,0,,G0079,136.0,Philippines_R0,250.0,8.0,monthly,79.02,0.077153265
B0245,5,0,0,0,0.0,0,,G0259,58.0,Paraguay_R1,1125.0,14.0,monthly,274.21,0.057262782
B0246,5,0,0,0,0.0,0,,G0288,125.0,Philippines_R0,350.0,15.0,irregular,47.52,0.063270584
B0247,5,1,1,0,0.3333333333333333,0,Contagion-Driven Stress,G0008,137.0,Ecuador_R0,1100.0,7.0,irregular,324.26,0.108690694
B0248,5,1,1,1,0.3333333333333333,0,Contagion-Driven Stress,G0192,204.0,Cambodia_R2,550.0,20.0,monthly,169.63,0.05769414
B0249,5,1,1,1,0.16666666666666666,0,Isolated Stress,G0197,247.0,Pakistan_R1,300.0,14.0,monthly,91.19,0.05388126
B0250,5,0,0,0,0.0,0,,G0081,145.0,Philippines_R1,350.0,8.0,irregular,113.99,0.1043573
B0251,5,0,0,0,0.0,0,,G0007,136.0,Philippines_R1,550.0,14.0,monthly,69.12,0.045575563
B0252,5,1,1,1,0.3333333333333333,0,Isolated Stress,G0330,145.0,Philippines_R0,425.0,5.0,irregular,117.52,0.21856986
B0253,5,0,0,0,0.4,0,,G0279,58.0,Paraguay_R2,475.0,15.0,monthly,89.38,0.046514694
B0254,5,0,0,0,0.0,0,,G0006,241.0,India_R0,700.0,43.0,bullet,211.82,0.076853774
B0255,5,0,0,0,0.16666666666666666,0,,G0205,388.0,Kenya_R2,525.0,14.0,monthly,140.99,0.050407242
B0256,5,0,0,0,0.25,0,,G0017,126.0,Philippines_R0,225.0,10.0,monthly,63.66,0.063762404
B0257,5,2,1,1,0.0,0,Isolated Stress,G0237,118.0,Honduras_R2,875.0,15.0,monthly,215.99,0.09208601
B0258,5,0,0,0,0.25,0,,G0164,133.0,Kenya_R3,700.0,11.0,monthly,72.26,0.05352868
B0259,5,1,1,0,0.5,0,Contagion-Driven Stress,G0070,137.0,Ecuador_R3,775.0,7.0,monthly,165.47,0.106628895
B0260,5,0,0,0,0.0,0,,G0163,161.0,Rwanda_R0,675.0,29.0,monthly,233.15,0.06971855
B0261,5,1,1,1,0.16666666666666666,0,Independent Regional Shock,G0068,428.0,India_R1,450.0,26.0,monthly,149.05,0.06564719
B0262,5,0,0,0,0.0,0,,G0281,15.0,Samoa_R2,775.0,14.0,irregular,48.79,0.047442786
B0263,5,1,1,0,0.5,0,Isolated Stress,G0252,177.0,Colombia_R0,200.0,13.0,bullet,19.89,0.11394831
B0264,5,0,0,0,0.2,0,,G0226,367.0,Zimbabwe_R1,650.0,9.0,irregular,58.19,0.05640064
B0265,5,0,0,0,0.0,0,,G0077,145.0,Philippines_R2,275.0,8.0,irregular,73.64,0.06491833
B0266,5,0,0,0,0.0,0,,G0062,499.0,Cambodia_R2,600.0,14.0,monthly,177.2,0.07205361
B0267,5,0,0,0,0.3333333333333333,0,,G0196,145.0,Philippines_R1,425.0,8.0,irregular,48.47,0.083204746
B0268,5,0,0,0,0.0,0,,G0249,390.0,Honduras_R1,700.0,18.0,monthly,141.23,0.062077317
B0269,5,0,0,0,0.16666666666666666,0,,G0318,402.0,The Democratic Republic of the Congo_R3,500.0,8.0,monthly,151.11,0.06334048
B0270,5,0,0,0,0.0,0,,G0032,61.0,Cambodia_R2,200.0,8.0,monthly,53.97,0.10071835
B0271,5,0,0,0,0.2,0,,G0078,202.0,Kenya_R1,250.0,9.0,bullet,53.17,0.057219364
B0272,5,0,0,0,0.25,0,,G0087,188.0,Ecuador_R1,600.0,17.0,monthly,136.26,0.065393046
B0273,5,0,0,0,0.16666666666666666,1,,G0080,199.0,El Salvador_R2,700.0,9.0,bullet,141.76,0.105573885
B0274,5,1,1,1,0.0,0,Isolated Stress,G0093,148.0,Sierra Leone_R1,1175.0,8.0,monthly,163.64,0.08369532
B0275,5,0,0,0,0.3333333333333333,0,,G0002,145.0,Philippines_R0,250.0,8.0,irregular,54.88,0.0683507
B0276,5,0,0,0,0.5,0,,G0330,133.0,Kenya_R3,875.0,14.0,monthly,224.58,0.07014269
B0277,5,0,0,0,0.3333333333333333,0,,G0105,438.0,Mali_R1,2775.0,10.0,irregular,865.79,0.12468597
B0278,5,0,0,0,0.2,0,,G0229,125.0,Philippines_R1,175.0,8.0,irregular,42.16,0.07067012
B0279,5,1,1,1,0.2,0,Independent Regional Shock,G0287,311.0,Cambodia_R1,100.0,8.0,monthly,27.83,0.030711723
B0280,5,0,0,0,0.25,0,,G0188,202.0,Kenya_R0,950.0,9.0,bullet,93.12,0.046982422
B0281,5,0,0,0,0.0,0,,G0014,143.0,Peru_R0,1075.0,8.0,bullet,202.6,0.081876226
B0282,5,0,0,0,0.2,0,,G0140,126.0,Philippines_R3,425.0,14.0,monthly,22.44,0.06866867
B0283,5,1,1,1,0.0,0,Isolated Stress,G0269,133.0,Kenya_R2,100.0,11.0,monthly,12.4,0.20498016
B0284,5,0,0,0,0.2,0,,G0235,145.0,Philippines_R3,300.0,11.0,irregular,80.38,0.09768099
B0285,5,0,0,0,0.3333333333333333,0,,G0121,161.0,Rwanda_R0,1875.0,9.0,bullet,651.64,0.111498326
B0286,5,0,0,1,0.2,0,,G0102,145.0,Philippines_R0,350.0,8.0,irregular,27.91,0.050618283
B0287,5,0,0,1,0.0,0,,G0113,205.0,Yemen_R2,700.0,10.0,monthly,119.31,0.07158051
B0288,5,0,0,0,0.16666666666666666,0,,G0311,133.0,Kenya_R3,300.0,8.0,monthly,87.01,0.058013465
B0289,5,0,0,0,0.25,0,,G0036,258.0,Kenya_R0,350.0,9.0,irregular,38.92,0.059013788
B0290,5,0,0,0,0.0,0,,G0155,145.0,Philippines_R1,325.0,8.0,irregular,70.37,0.053818922
B0291,5,1,1,0,0.2,0,Isolated Stress,G0140,164.0,Kenya_R0,300.0,13.0,irregular,80.98,0.07046205
B0292,5,1,1,1,0.2,0,Isolated Stress,G0086,160.0,The Democratic Republic of the Congo_R3,1500.0,6.0,irregular,352.19,0.09585104
B0293,5,0,0,0,0.4,0,,G0287,77.0,Lebanon_R0,2900.0,8.0,monthly,308.58,0.072980784
B0294,5,0,0,0,0.25,0,,G0152,145.0,Philippines_R2,1050.0,8.0,irregular,164.45,0.08194963
B0295,5,0,0,1,0.25,0,,G0317,145.0,Philippines_R0,250.0,8.0,irregular,71.28,0.062357098
B0296,5,1,1,1,0.0,0,Isolated Stress,G0134,246.0,Guatemala_R0,1050.0,14.0,monthly,227.08,0.07099703
B0297,5,2,1,1,0.0,0,Independent Regional Shock,G0015,125.0,Philippines_R2,625.0,12.0,irregular,32.23,0.096558705
B0298,5,0,0,0,0.2,0,,G0048,164.0,Kenya_R2,250.0,10.0,irregular,69.57,0.058046963
B0299,5,1,1,1,0.4,0,Isolated Stress,G0168,125.0,Philippines_R0,275.0,7.0,irregular,16.66,0.21135668
B0300,5,1,1,1,0.0,0,Isolated Stress,G0058,416.0,Myanmar (Burma)_R2,1025.0,8.0,bullet,280.56,0.07715621
B0301,5,0,0,0,0.0,0,,G0264,247.0,Pakistan_R0,500.0,11.0,irregular,55.37,0.07783194
B0302,5,1,1,0,0.25,0,Contagion-Driven Stress,G0182,183.0,Sierra Leone_R1,950.0,14.0,monthly,320.55,0.07998955
B0303,5,0,0,0,0.16666666666666666,0,,G0055,145.0,Philippines_R2,600.0,13.0,irregular,96.23,0.059960116
B0304,5,0,0,0,0.0,0,,G0253,145.0,Philippines_R1,525.0,8.0,irregular,77.74,0.07471255
B0305,5,0,0,0,0.0,0,,G0042,81.0,El Salvador_R0,300.0,14.0,monthly,28.4,0.057016637
B0306,5,0,0,0,0.25,0,,G0024,146.0,Armenia_R3,650.0,26.0,monthly,92.09,0.040495418
B0307,5,0,0,0,0.0,0,,G0026,133.0,Kenya_R2,100.0,11.0,monthly,31.3,0.054135513
B0308,5,0,0,0,0.16666666666666666,0,,G0132,145.0,Philippines_R1,225.0,11.0,irregular,78.5,0.08974864
B0309,5,0,0,0,0.0,0,,G0098,145.0,Philippines_R2,1025.0,8.0,irregular,164.51,0.08194963
B0310,5,1,1,1,0.75,0,Contagion-Driven Stress,G0082,23.0,Mozambique_R1,225.0,20.0,monthly,41.53,0.07599253
B0311,5,0,0,0,0.0,0,,G0097,81.0,El Salvador_R0,500.0,14.0,monthly,133.31,0.05136574
B0312,5,0,0,0,0.0,0,,G0131,145.0,Philippines_R0,300.0,8.0,irregular,94.76,0.092754304
B0313,5,0,0,0,0.0,0,,G0254,245.0,Pakistan_R0,500.0,14.0,monthly,113.96,0.06904512
B0314,5,0,0,0,0.4,0,,G0174,138.0,Kenya_R0,600.0,14.0,monthly,100.47,0.050233915
B0315,5,0,0,0,0.0,0,,G0324,241.0,India_R1,400.0,43.0,bullet,69.51,0.039894115
B0316,5,1,1,0,0.25,0,Isolated Stress,G0050,288.0,Nigeria_R2,250.0,14.0,bullet,64.67,0.06360476
