loan_id,loan_amount,sector,country,region,term_months,repayment_interval,partner_id,borrower_id,region_id,group_id,current_savings,baseline_hazard
1044203,200.0,Education,Paraguay,Ita,14.0,monthly,58.0,B1068,Paraguay_R3,G0096,52.79,0.04045714285714286
1122361,275.0,Food,Philippines,"Banga, Aklan",11.0,irregular,145.0,B1069,Philippines_R2,G0266,30.19,0.0408
1260317,175.0,Agriculture,Colombia,Ovejas,7.0,bullet,177.0,B1070,Colombia_R1,G0242,55.49,0.0408
1017541,1000.0,Clothing,Cambodia,Kampong Speu Province,20.0,monthly,9.0,B1071,Cambodia_R3,G0309,136.22,0.0416
872500,675.0,Agriculture,Guatemala,Solola,11.0,monthly,246.0,B1072,Guatemala_R0,G0267,108.23,0.04196363636363637
1017650,2000.0,Transportation,Palestine,Gaza City- Gaza Strip,26.0,monthly,80.0,B1073,Palestine_R2,G0134,134.86,0.04246153846153847
746738,175.0,Agriculture,India,Maynaguri,43.0,bullet,334.0,B1074,India_R2,G0187,14.6,0.040130232558139536
889475,1600.0,Agriculture,Albania,Elbasan,26.0,monthly,239.0,B1075,Albania_R0,G0043,327.61,0.04196923076923077
1203684,225.0,Food,Togo,baguida,11.0,irregular,296.0,B1076,Togo_R3,G0316,29.31,0.04065454545454546
1337106,1500.0,Agriculture,El Salvador,Ciudad El Triunfo,14.0,bullet,199.0,B1077,El Salvador_R1,G0252,450.97,0.04342857142857143
1064072,125.0,Personal Use,Cambodia,Takeo,8.0,monthly,311.0,B1078,Cambodia_R0,G0006,6.8,0.0405
1093173,2200.0,Services,Zambia,Lusaka,25.0,bullet,210.0,B1079,Zambia_R3,G0184,360.2,0.042816
782153,350.0,Agriculture,Kenya,Nandi Hills,14.0,monthly,156.0,B1080,Kenya_R3,G0006,52.92,0.0408
741143,6650.0,Clothing,The Democratic Republic of the Congo,"Goma, North Kivu province",6.0,irregular,160.0,B1081,The Democratic Republic of the Congo_R3,G0248,371.06,0.07546666666666667
770585,750.0,Agriculture,Cambodia,"Battambang province, Moung Russey district",14.0,monthly,204.0,B1082,Cambodia_R0,G0329,65.48,0.04171428571428572
1019209,1725.0,Agriculture,Cambodia,Takeo province,14.0,monthly,9.0,B1083,Cambodia_R3,G0004,300.31,0.043942857142857145
760883,400.0,Services,Pakistan,Daska,14.0,monthly,245.0,B1084,Pakistan_R2,G0053,79.14,0.040914285714285716
1183338,2650.0,Food,Peru,Cachora/Cusco,8.0,monthly,119.0,B1085,Peru_R3,G0069,453.91,0.050600000000000006
754389,200.0,Agriculture,India,Dhupguri,43.0,bullet,334.0,B1086,India_R3,G0313,41.86,0.040148837209302325
1147512,825.0,Agriculture,Samoa,Vailele,14.0,irregular,15.0,B1087,Samoa_R0,G0116,188.55,0.04188571428571429
968402,1600.0,Services,El Salvador,,26.0,monthly,81.0,B1088,El Salvador_R0,G0203,84.76,0.04196923076923077
961166,225.0,Personal Use,Nigeria,Kaduna,14.0,bullet,288.0,B1089,Nigeria_R2,G0010,42.58,0.04051428571428571
1141058,450.0,Retail,Philippines,"Cordova, Cebu",14.0,irregular,145.0,B1090,Philippines_R1,G0142,152.57,0.04102857142857143
915905,550.0,Food,Haiti,Fontamara(Centre-Ville),7.0,monthly,442.0,B1091,Haiti_R2,G0053,113.14,0.04251428571428571
770435,125.0,Personal Use,Cambodia,Battambang,8.0,monthly,311.0,B1092,Cambodia_R1,G0242,31.66,0.0405
1301934,1050.0,Retail,Rwanda,,9.0,irregular,117.0,B1093,Rwanda_R0,G0218,150.74,0.04373333333333333
833675,400.0,Services,Nicaragua,Managua,5.0,irregular,176.0,B1094,Nicaragua_R2,G0154,112.88,0.04256
1269844,600.0,Food,Samoa,Papa Puleia,14.0,irregular,15.0,B1095,Samoa_R1,G0335,169.13,0.04137142857142857
987387,1000.0,Personal Use,Palestine,"Rafah city, Gaza Strip",27.0,monthly,80.0,B1096,Palestine_R1,G0093,206.39,0.041185185185185186
1037035,300.0,Food,Kenya,Maua,14.0,monthly,138.0,B1097,Kenya_R0,G0221,102.84,0.04068571428571428
914463,800.0,Arts,Timor-Leste,Baucau,14.0,monthly,243.0,B1098,Timor-Leste_R3,G0232,70.13,0.04182857142857143
1214759,225.0,Education,Vietnam,07 Quảng Nhân,14.0,monthly,121.0,B1099,Vietnam_R0,G0244,12.39,0.04051428571428571
1321510,925.0,Retail,Ghana,"Adabraka, Accra",16.0,irregular,384.0,B1100,Ghana_R2,G0043,259.97,0.04185
875267,375.0,Arts,Philippines,"Antequera, Bohol",7.0,irregular,125.0,B1101,Philippines_R1,G0199,109.55,0.04171428571428572
700260,1500.0,Retail,Timor-Leste,Ermera,11.0,monthly,243.0,B1102,Timor-Leste_R2,G0136,129.09,0.04436363636363637
752430,800.0,Food,Kenya,Kisumu,8.0,monthly,138.0,B1103,Kenya_R2,G0019,103.74,0.0432
1314898,525.0,Food,Philippines,"Siaton, Negros Oriental",7.0,irregular,145.0,B1104,Philippines_R2,G0321,29.01,0.0424
657104,600.0,Food,Rwanda,,6.0,irregular,161.0,B1105,Rwanda_R0,G0033,82.8,0.0432
1280024,325.0,Education,Vietnam,Thanh Hoá,14.0,monthly,121.0,B1106,Vietnam_R2,G0095,91.63,0.04074285714285714
1059395,700.0,Agriculture,El Salvador,San Vicente,20.0,monthly,199.0,B1107,El Salvador_R1,G0020,143.77,0.041120000000000004
951673,300.0,Retail,Pakistan,Rawalpindi,14.0,monthly,247.0,B1108,Pakistan_R1,G0199,46.33,0.04068571428571428
887526,350.0,Retail,Philippines,"Mabinay, Negros Oriental",14.0,irregular,145.0,B1109,Philippines_R3,G0301,56.53,0.0408
843912,700.0,Retail,Pakistan,Lahore,11.0,irregular,247.0,B1110,Pakistan_R0,G0106,35.28,0.042036363636363636
708261,575.0,Housing,Nicaragua,Managua,15.0,monthly,98.0,B1111,Nicaragua_R2,G0072,80.47,0.04122666666666667
697728,925.0,Agriculture,Costa Rica,Quebrada Honda de Daniel Flores,38.0,irregular,150.0,B1112,Costa Rica_R3,G0123,225.64,0.040778947368421053
849496,1150.0,Retail,Philippines,"Silang, Cavite",8.0,irregular,144.0,B1113,Philippines_R0,G0188,393.6,0.0446
1198440,100.0,Personal Use,Cambodia,Takeo,8.0,monthly,311.0,B1114,Cambodia_R0,G0159,30.41,0.040400000000000005
957112,1125.0,Agriculture,Cambodia,"Kampong Cham province, Cheung Prey district",13.0,monthly,204.0,B1115,Cambodia_R2,G0255,64.21,0.04276923076923077
816259,950.0,Services,Zambia,Chongwe,8.0,bullet,210.0,B1116,Zambia_R1,G0057,303.59,0.043800000000000006
656532,3925.0,Food,Burundi,Bubanza,7.0,irregular,162.0,B1117,Burundi_R3,G0176,1118.47,0.05794285714285714
738363,175.0,Food,Kenya,Tiribe,10.0,irregular,164.0,B1118,Kenya_R2,G0002,49.72,0.04056
828445,1000.0,Agriculture,Kenya,Matete,11.0,bullet,202.0,B1119,Kenya_R2,G0246,187.4,0.04290909090909091
1210502,675.0,Housing,Vietnam,"Tĩnh Gia, Thanh Hóa",14.0,monthly,121.0,B1120,Vietnam_R0,G0029,114.35,0.041542857142857145
1161653,500.0,Agriculture,Kenya,Kerugoya,14.0,monthly,156.0,B1121,Kenya_R2,G0109,70.44,0.04114285714285715
991721,300.0,Food,Kenya,Kitale,14.0,monthly,156.0,B1122,Kenya_R3,G0278,20.91,0.04068571428571428
1141405,1350.0,Agriculture,Peru,Mora Grande-San Ignacio,13.0,bullet,484.0,B1123,Peru_R2,G0333,159.94,0.04332307692307692
917722,200.0,Agriculture,India,Falakata,43.0,bullet,334.0,B1124,India_R0,G0110,24.8,0.040148837209302325
927562,250.0,Agriculture,Kenya,Kisii,11.0,monthly,133.0,B1125,Kenya_R1,G0160,48.81,0.04072727272727272
855702,675.0,Agriculture,Kenya,Siongiroi,15.0,monthly,156.0,B1126,Kenya_R2,G0336,185.11,0.041440000000000005
1206633,1050.0,Agriculture,Kenya,Matete,11.0,bullet,202.0,B1127,Kenya_R2,G0259,201.75,0.043054545454545456
1013690,1325.0,Housing,Guatemala,Suchitepéquez,26.0,monthly,246.0,B1128,Guatemala_R2,G0189,89.24,0.041630769230769235
744908,1425.0,Retail,Tajikistan,Dushanbe,20.0,monthly,100.0,B1129,Tajikistan_R2,G0320,480.71,0.04228
797630,1250.0,Education,Indonesia,CILACAP,59.0,irregular,253.0,B1130,Indonesia_R3,G0335,416.02,0.04067796610169491
908809,1975.0,Agriculture,Colombia,El Carmen de Viboral,33.0,bullet,177.0,B1131,Colombia_R2,G0091,563.97,0.041915151515151516
1112140,300.0,Food,Kenya,Msambweni,14.0,irregular,164.0,B1132,Kenya_R3,G0073,104.22,0.04068571428571428
1044215,2000.0,Agriculture,Cambodia,Kampong Cham Province,14.0,monthly,9.0,B1133,Cambodia_R3,G0173,426.69,0.04457142857142857
1257922,100.0,Agriculture,Kenya,Kerugoya,14.0,monthly,156.0,B1134,Kenya_R2,G0038,33.88,0.04022857142857143
1203273,1000.0,Retail,Timor-Leste,Atsabe,15.0,monthly,243.0,B1135,Timor-Leste_R0,G0275,72.68,0.042133333333333335
666381,375.0,Education,Colombia,Bogotà,6.0,monthly,244.0,B1136,Colombia_R1,G0294,59.89,0.041999999999999996
1075090,150.0,Housing,Philippines,"Hinigaran, Negros Occidental",14.0,irregular,145.0,B1137,Philippines_R1,G0036,17.64,0.04034285714285714
1303951,300.0,Arts,Pakistan,Multan,14.0,monthly,247.0,B1138,Pakistan_R3,G0185,32.62,0.04068571428571428
982037,250.0,Clothing,Madagascar,Antananarivo,10.0,irregular,443.0,B1139,Madagascar_R3,G0263,23.06,0.0408
958629,300.0,Clothing,Kenya,Msambweni,13.0,irregular,164.0,B1140,Kenya_R3,G0213,71.02,0.04073846153846154
1247714,575.0,Agriculture,Kenya,Matete,11.0,bullet,202.0,B1141,Kenya_R2,G0246,163.53,0.04167272727272728
1201082,225.0,Personal Use,Mexico,"San Andrés Cohamiata, Mezquitic, Jalisco",20.0,monthly,275.0,B1142,Mexico_R1,G0203,50.29,0.04036
900699,800.0,Retail,Indonesia,,14.0,irregular,129.0,B1143,Indonesia_R0,G0277,75.27,0.04182857142857143
1285156,225.0,Food,Philippines,"Canlaon, Negros Oriental",11.0,irregular,145.0,B1144,Philippines_R0,G0179,66.0,0.04065454545454546
952142,400.0,Services,Kenya,Mwingi,14.0,monthly,138.0,B1145,Kenya_R3,G0208,96.31,0.040914285714285716
852677,1225.0,Retail,Ecuador,Portoviejo,8.0,irregular,137.0,B1146,Ecuador_R0,G0114,203.9,0.044899999999999995
835989,350.0,Retail,Philippines,"Baybay City, Leyte",8.0,irregular,145.0,B1147,Philippines_R1,G0285,88.28,0.041400000000000006
771171,1125.0,Retail,Ecuador,Los Bancos,15.0,monthly,190.0,B1148,Ecuador_R3,G0254,143.97,0.0424
1140475,750.0,Services,Uganda,Kasese,12.0,monthly,163.0,B1149,Uganda_R1,G0216,115.17,0.041999999999999996
1230188,4750.0,Retail,Guatemala,"San Pedro Yepocapa, Chimaltenango",12.0,monthly,55.0,B1150,Guatemala_R1,G0247,1544.92,0.05266666666666667
707374,2075.0,Agriculture,Vietnam,Thanh Hoá,14.0,monthly,121.0,B1151,Vietnam_R2,G0109,284.59,0.04474285714285714
975660,425.0,Services,Philippines,"Minglanilla, Cebu",14.0,irregular,145.0,B1152,Philippines_R0,G0313,81.17,0.040971428571428575
1188453,850.0,Housing,Solomon Islands,Honiara,12.0,irregular,411.0,B1153,Solomon Islands_R1,G0289,269.49,0.04226666666666667
765179,250.0,Retail,Philippines,"Quezon, Palawan",8.0,irregular,145.0,B1154,Philippines_R0,G0326,65.58,0.041
1176103,725.0,Education,Jordan,Baqaa,15.0,monthly,185.0,B1155,Jordan_R3,G0218,49.78,0.04154666666666666
899266,200.0,Clothing,Philippines,"Ubay, Bohol",8.0,irregular,145.0,B1156,Philippines_R1,G0222,18.84,0.0408
1262553,725.0,Education,Jordan,West Irbid,18.0,monthly,185.0,B1157,Jordan_R3,G0154,37.96,0.04128888888888889
786055,425.0,Agriculture,Samoa,Faleasiu,14.0,irregular,15.0,B1158,Samoa_R3,G0273,101.69,0.040971428571428575
786931,550.0,Housing,Mongolia,Ulaanbaatar,15.0,monthly,42.0,B1159,Mongolia_R1,G0158,101.37,0.04117333333333333
1012557,650.0,Agriculture,El Salvador,Osicala,8.0,monthly,199.0,B1160,El Salvador_R0,G0086,58.68,0.0426
668458,1950.0,Retail,Costa Rica,"Puntarenas, 20 de Noviembre",20.0,monthly,151.0,B1161,Costa Rica_R3,G0101,657.89,0.043120000000000006
813585,475.0,Food,Nicaragua,Masaya,8.0,monthly,120.0,B1162,Nicaragua_R3,G0312,99.23,0.0419
1334105,175.0,Food,Sierra Leone,Fullah,7.0,irregular,183.0,B1163,Sierra Leone_R0,G0170,21.45,0.0408
929219,975.0,Health,Tajikistan,Khujand,14.0,monthly,100.0,B1164,Tajikistan_R0,G0027,195.18,0.04222857142857143
1224382,4175.0,Education,Peru,CUSCO,6.0,irregular,119.0,B1165,Peru_R1,G0109,1059.97,0.062266666666666665
1153946,300.0,Services,Pakistan,Gujranwala,14.0,monthly,455.0,B1166,Pakistan_R3,G0255,21.86,0.04068571428571428
799685,150.0,Agriculture,Nigeria,Kaduna,14.0,bullet,288.0,B1167,Nigeria_R2,G0224,19.86,0.04034285714285714
699938,250.0,Housing,Philippines,"Ormoc, Leyte",38.0,irregular,145.0,B1168,Philippines_R0,G0206,73.02,0.040210526315789474
907065,150.0,Retail,Philippines,"Palo, Leyte",8.0,irregular,145.0,B1169,Philippines_R0,G0189,28.18,0.0406
875528,1000.0,Agriculture,Kenya,Matete,10.0,bullet,202.0,B1170,Kenya_R2,G0176,213.97,0.0432
704316,1050.0,Agriculture,Colombia,Turbo,27.0,monthly,177.0,B1171,Colombia_R2,G0283,188.84,0.041244444444444445
1245168,400.0,Clothing,El Salvador,Ciudad El Triunfo,14.0,monthly,199.0,B1172,El Salvador_R1,G0212,25.27,0.040914285714285716
1265952,300.0,Agriculture,Philippines,"Ibajay, Aklan",11.0,irregular,145.0,B1173,Philippines_R3,G0052,29.92,0.04087272727272727
1308175,750.0,Agriculture,Cambodia,"Battambang province, Thmor Koul district",14.0,monthly,204.0,B1174,Cambodia_R2,G0224,137.75,0.04171428571428572
1061990,1200.0,Transportation,Philippines,"Aurora, Zamboanga del Sur",20.0,monthly,136.0,B1175,Philippines_R0,G0141,135.31,0.04192
719405,475.0,Food,Philippines,"Brookes Point, Palawan",8.0,irregular,145.0,B1176,Philippines_R1,G0135,30.87,0.0419
986400,3700.0,Food,Paraguay,Caacupe,6.0,irregular,58.0,B1177,Paraguay_R2,G0166,1121.45,0.05973333333333333
1003168,100.0,Personal Use,Cambodia,Kompong Thom,8.0,monthly,311.0,B1178,Cambodia_R1,G0026,34.44,0.040400000000000005
813358,450.0,Services,Philippines,Iloilo,14.0,irregular,125.0,B1179,Philippines_R2,G0004,129.57,0.04102857142857143
675943,525.0,Education,Philippines,"Bogo, Cebu",8.0,irregular,145.0,B1180,Philippines_R3,G0314,160.72,0.0421
1244491,300.0,Retail,Pakistan,Multan,15.0,monthly,247.0,B1181,Pakistan_R3,G0138,36.78,0.04064
717148,375.0,Agriculture,Philippines,"Compostela, Cebu",11.0,irregular,145.0,B1182,Philippines_R2,G0009,126.82,0.041090909090909095
1224468,5850.0,Retail,Paraguay,San Lorenzo,7.0,irregular,58.0,B1183,Paraguay_R2,G0301,638.1,0.06674285714285715
871872,250.0,Agriculture,Philippines,"Molave- Liloan, Bonifacio",14.0,monthly,126.0,B1184,Philippines_R1,G0330,83.86,0.04057142857142857
1222100,3850.0,Clothing,The Democratic Republic of the Congo,"Goma, North Kivu province",6.0,irregular,160.0,B1185,The Democratic Republic of the Congo_R3,G0061,1341.52,0.06053333333333334
1050600,200.0,Agriculture,Philippines,"Kabankalan, Negros Occidental",14.0,irregular,145.0,B1186,Philippines_R3,G0274,52.7,0.04045714285714286
1103526,175.0,Housing,Philippines,"Isabela, Negros Occidental",14.0,irregular,145.0,B1187,Philippines_R2,G0196,60.26,0.040400000000000005
907536,375.0,Food,Nicaragua,Bilwi,5.0,irregular,328.0,B1188,Nicaragua_R2,G0219,82.82,0.0424
1019573,700.0,Food,Nicaragua,Managua,11.0,monthly,176.0,B1189,Nicaragua_R2,G0124,89.5,0.042036363636363636
901062,200.0,Food,Philippines,"Dumarao, Capiz",8.0,irregular,145.0,B1190,Philippines_R3,G0032,36.22,0.0408
813992,475.0,Clothing,Tanzania,Kilolo,8.0,irregular,379.0,B1191,Tanzania_R1,G0236,108.33,0.0419
1299741,475.0,Agriculture,Tajikistan,Tursun-zoda,20.0,monthly,63.0,B1192,Tajikistan_R2,G0133,34.16,0.040760000000000005
779275,400.0,Housing,El Salvador,,14.0,monthly,81.0,B1193,El Salvador_R0,G0021,94.68,0.040914285714285716
673790,750.0,Agriculture,Uganda,Ntungamo,14.0,monthly,222.0,B1194,Uganda_R3,G0302,258.27,0.04171428571428572
1112224,1000.0,Food,El Salvador,Ciudad Barrios,15.0,monthly,199.0,B1195,El Salvador_R3,G0266,107.03,0.042133333333333335
1032333,575.0,Education,Lebanon,,10.0,monthly,115.0,B1196,Lebanon_R0,G0062,165.47,0.04184
1267291,850.0,Agriculture,Solomon Islands,Honiara,14.0,irregular,411.0,B1197,Solomon Islands_R1,G0220,274.01,0.04194285714285714
790113,475.0,Food,Philippines,"Toledo, Cebu",11.0,irregular,145.0,B1198,Philippines_R0,G0031,158.23,0.041381818181818186
920274,400.0,Services,Samoa,"Tafua Tai, Savaii Island",14.0,irregular,15.0,B1199,Samoa_R2,G0259,135.22,0.040914285714285716
1216950,2175.0,Agriculture,Kyrgyzstan,Kadamzhai district,14.0,monthly,171.0,B1200,Kyrgyzstan_R1,G0126,449.0,0.04497142857142857
1138756,1025.0,Services,Tajikistan,Vakhsh,14.0,monthly,63.0,B1201,Tajikistan_R1,G0208,351.77,0.04234285714285714
993898,300.0,Agriculture,Peru,Zaña - Chiclayo,14.0,monthly,143.0,B1202,Peru_R3,G0127,83.16,0.04068571428571428
916082,4950.0,Health,Bolivia,,63.0,monthly,140.0,B1203,Bolivia_R0,G0239,487.58,0.04251428571428571
1187218,3325.0,Retail,Tanzania,Mara North,10.0,monthly,87.0,B1204,Tanzania_R1,G0104,641.96,0.050640000000000004
832715,700.0,Agriculture,El Salvador,,20.0,monthly,81.0,B1205,El Salvador_R0,G0217,185.85,0.041120000000000004
988094,350.0,Agriculture,Colombia,San Pedro de Urabá,15.0,bullet,177.0,B1206,Colombia_R2,G0091,43.47,0.04074666666666667
1155917,700.0,Food,Colombia,Bogotá,15.0,monthly,154.0,B1207,Colombia_R2,G0288,169.53,0.04149333333333333
1302870,125.0,Personal Use,Philippines,"Dumaguete, Negros Oriental",14.0,irregular,145.0,B1208,Philippines_R2,G0155,31.25,0.040285714285714286
863530,350.0,Retail,Philippines,"Calatrava, Negros Occidental",8.0,irregular,145.0,B1209,Philippines_R3,G0223,34.58,0.041400000000000006
977066,400.0,Agriculture,Kenya,Nyamira,14.0,monthly,156.0,B1210,Kenya_R2,G0174,87.81,0.040914285714285716
842720,350.0,Food,Philippines,"Kabankalan, Negros Occidental",7.0,irregular,145.0,B1211,Philippines_R3,G0193,98.52,0.0416
881797,675.0,Retail,Philippines,"Tudela - Tudela ,Misamis Occidental",20.0,monthly,126.0,B1212,Philippines_R3,G0245,134.78,0.041080000000000005
1106585,250.0,Personal Use,Cambodia,Battambang,8.0,monthly,311.0,B1213,Cambodia_R1,G0254,13.41,0.041
1019650,175.0,Personal Use,Cambodia,Battambang,8.0,monthly,311.0,B1214,Cambodia_R1,G0214,9.22,0.0407
1166889,5325.0,Food,Ecuador,Portoviejo,8.0,monthly,137.0,B1215,Ecuador_R0,G0331,836.6,0.06130000000000001
1013431,500.0,Services,Pakistan,Lahore,13.0,monthly,247.0,B1216,Pakistan_R0,G0109,163.93,0.04123076923076923
1121817,500.0,Agriculture,Ecuador,San Gabriel,12.0,monthly,188.0,B1217,Ecuador_R1,G0219,59.3,0.04133333333333333
1225099,250.0,Retail,Philippines,"Poblacion 3, Clarin Misamis Occidental",8.0,monthly,136.0,B1218,Philippines_R0,G0272,60.08,0.041
1187765,500.0,Education,Lebanon,Qana,14.0,monthly,77.0,B1219,Lebanon_R1,G0251,58.31,0.04114285714285715
986142,275.0,Retail,Haiti,Bon Repos,7.0,monthly,442.0,B1220,Haiti_R1,G0117,40.29,0.04125714285714285
715204,725.0,Retail,Peru,Cusco,6.0,irregular,119.0,B1221,Peru_R2,G0076,220.7,0.043866666666666665
1204372,300.0,Services,Kenya,"Kwa Njenga, Mukuru, Nairobi.",15.0,monthly,258.0,B1222,Kenya_R1,G0171,80.6,0.04064
1003424,575.0,Agriculture,Pakistan,Bhera,14.0,monthly,245.0,B1223,Pakistan_R2,G0023,45.21,0.04131428571428572
1252897,675.0,Agriculture,Kenya,Webuye,9.0,bullet,202.0,B1224,Kenya_R0,G0285,120.56,0.0424
1265115,400.0,Agriculture,Kenya,karatina,14.0,monthly,138.0,B1225,Kenya_R0,G0032,23.5,0.040914285714285716
832547,250.0,Food,El Salvador,Osicala,14.0,monthly,199.0,B1226,El Salvador_R0,G0199,48.57,0.04057142857142857
748465,75.0,Agriculture,Nigeria,Kaduna,17.0,bullet,288.0,B1227,Nigeria_R2,G0241,18.65,0.040141176470588236
999153,550.0,Education,Paraguay,Villarrica,15.0,monthly,58.0,B1228,Paraguay_R1,G0119,47.05,0.04117333333333333
709017,4325.0,Retail,Ecuador,Cuenca,8.0,irregular,137.0,B1229,Ecuador_R3,G0053,591.08,0.057300000000000004
1077195,500.0,Retail,Kenya,Kericho,14.0,irregular,386.0,B1230,Kenya_R2,G0103,84.68,0.04114285714285715
1145218,500.0,Agriculture,Cambodia,"Tbaung Khmum Province, Ponhea Krek district",19.0,monthly,204.0,B1231,Cambodia_R3,G0093,162.93,0.040842105263157895
847934,250.0,Food,Philippines,"Banga, Aklan",7.0,irregular,145.0,B1232,Philippines_R2,G0206,86.99,0.04114285714285715
1214972,175.0,Personal Use,Cambodia,Takeo,8.0,monthly,311.0,B1233,Cambodia_R0,G0016,11.11,0.0407
887461,900.0,Retail,Philippines,"Kabankalan, Negros Occidental",5.0,irregular,145.0,B1234,Philippines_R3,G0194,250.47,0.045759999999999995
814420,900.0,Retail,Ecuador,Montecristi,6.0,irregular,137.0,B1235,Ecuador_R3,G0101,145.37,0.0448
1149529,200.0,Agriculture,Kenya,Eldoret,14.0,monthly,156.0,B1236,Kenya_R2,G0211,33.55,0.04045714285714286
801998,225.0,Clothing,Kenya,nyeri,14.0,monthly,138.0,B1237,Kenya_R2,G0096,62.16,0.04051428571428571
954779,325.0,Agriculture,Colombia,Tierralta,15.0,bullet,177.0,B1238,Colombia_R1,G0334,105.8,0.04069333333333333
1047783,700.0,Agriculture,El Salvador,,14.0,bullet,81.0,B1239,El Salvador_R0,G0126,234.7,0.0416
686280,800.0,Agriculture,Honduras,"Morazan, Yoro",7.0,irregular,201.0,B1240,Honduras_R2,G0069,178.51,0.04365714285714285
986795,600.0,Agriculture,Kenya,Kericho,14.0,monthly,156.0,B1241,Kenya_R2,G0307,94.28,0.04137142857142857
1030737,1000.0,Health,Sierra Leone,Freetown East,8.0,monthly,148.0,B1242,Sierra Leone_R3,G0028,286.26,0.044
789952,1000.0,Housing,Cambodia,Kampong Cham,26.0,monthly,106.0,B1243,Cambodia_R0,G0266,125.3,0.04123076923076923
856435,250.0,Food,Philippines,"Binalbagan, Negros Occidental",8.0,irregular,145.0,B1244,Philippines_R3,G0009,54.81,0.041
1292388,250.0,Retail,Philippines,"Himamaylan, Negros Occidental",10.0,irregular,145.0,B1245,Philippines_R2,G0037,39.39,0.0408
1020201,875.0,Agriculture,Kenya,Webuye,11.0,bullet,202.0,B1246,Kenya_R0,G0239,216.12,0.042545454545454546
707686,4650.0,Food,Peru,Huaycan,6.0,irregular,93.0,B1247,Peru_R0,G0161,567.86,0.0648
705180,1175.0,Education,Paraguay,Ybycuí,15.0,monthly,58.0,B1248,Paraguay_R3,G0297,126.29,0.042506666666666665
1091715,675.0,Services,Honduras,El Progreso.,17.0,monthly,201.0,B1249,Honduras_R1,G0110,219.69,0.041270588235294114
729072,250.0,Retail,Philippines,"Hinigaran, Negros Occidental",8.0,irregular,145.0,B1250,Philippines_R1,G0276,20.14,0.041
1315327,400.0,Arts,Pakistan,Multan,13.0,monthly,247.0,B1251,Pakistan_R3,G0089,80.71,0.04098461538461538
1012870,150.0,Agriculture,Philippines,"Plaridel, Misamis Occidental",8.0,irregular,136.0,B1252,Philippines_R0,G0211,17.44,0.0406
693842,200.0,Retail,Philippines,"Bindoy, Negros Oriental",8.0,irregular,145.0,B1253,Philippines_R1,G0220,12.34,0.0408
1309959,500.0,Transportation,Pakistan,Haripur,14.0,monthly,245.0,B1254,Pakistan_R3,G0298,30.4,0.04114285714285715
879238,1425.0,Education,Jordan,Irbid,18.0,monthly,185.0,B1255,Jordan_R3,G0194,146.16,0.04253333333333334
875594,250.0,Transportation,Philippines,"Calbayog City, Samar",8.0,irregular,145.0,B1256,Philippines_R1,G0294,77.51,0.041
680557,1500.0,Housing,Tajikistan,Zafarabad,20.0,monthly,100.0,B1257,Tajikistan_R2,G0295,202.12,0.0424
1249442,350.0,Clothing,Turkey,,8.0,irregular,198.0,B1258,Turkey_R0,G0075,117.3,0.041400000000000006
1022872,300.0,Clothing,Uganda,Kampala,7.0,monthly,222.0,B1259,Uganda_R2,G0025,67.35,0.04137142857142857
732077,525.0,Clothing,Honduras,"Azacualpa, Santa Bárbara",14.0,monthly,201.0,B1260,Honduras_R2,G0245,95.02,0.0412
1220111,4200.0,Agriculture,Guatemala,"Sacapulas, Quiche",13.0,monthly,55.0,B1261,Guatemala_R3,G0144,940.91,0.05033846153846154
1117659,1800.0,Agriculture,Vietnam,07 Quảng Lợi,20.0,monthly,121.0,B1262,Vietnam_R1,G0168,369.02,0.04288
727591,3775.0,Retail,Benin,,9.0,monthly,104.0,B1263,Benin_R0,G0188,1048.06,0.05342222222222222
1058734,200.0,Personal Use,Cambodia,Battambang,8.0,monthly,311.0,B1264,Cambodia_R1,G0304,26.95,0.0408
1044708,650.0,Retail,Philippines,"Silang, Cavite",7.0,irregular,144.0,B1265,Philippines_R0,G0044,101.34,0.04297142857142858
842004,150.0,Food,Philippines,"Numancia, Aklan",8.0,irregular,145.0,B1266,Philippines_R1,G0301,47.73,0.0406
1307589,400.0,Retail,Kenya,Othaya,14.0,irregular,386.0,B1267,Kenya_R3,G0326,133.57,0.040914285714285716
999525,500.0,Clothing,Zimbabwe,Mbire,14.0,monthly,305.0,B1268,Zimbabwe_R0,G0152,158.88,0.04114285714285715
1021135,600.0,Agriculture,Samoa,Lotofaga,13.0,irregular,15.0,B1269,Samoa_R3,G0206,105.5,0.04147692307692308
959674,575.0,Agriculture,India,"Khurda, Odisha",43.0,bullet,241.0,B1270,India_R1,G0204,163.36,0.040427906976744185
1275836,1000.0,Agriculture,El Salvador,Gotera,14.0,monthly,199.0,B1271,El Salvador_R0,G0096,192.9,0.04228571428571429
744408,175.0,Retail,Liberia,Logan Town,11.0,irregular,182.0,B1272,Liberia_R1,G0079,34.87,0.04050909090909091
742340,425.0,Food,Tajikistan,Spitamen,10.0,monthly,215.0,B1273,Tajikistan_R1,G0001,47.35,0.04136
865529,2875.0,Services,Jordan,Baqaa,23.0,monthly,185.0,B1274,Jordan_R3,G0049,653.6,0.044
1323173,225.0,Personal Use,Cambodia,Kandal,8.0,monthly,311.0,B1275,Cambodia_R2,G0317,23.81,0.040900000000000006
878610,2050.0,Clothing,Mali,Tènè,8.0,monthly,78.0,B1276,Mali_R1,G0235,306.41,0.0482
