borrower_id,t,group_id,region_id,individual_risk_score,neighbor_stress_fraction,regional_shock_index,predicted_reason,confidence,multi_hop_exposure_score,is_stressed
B0006,7,G0112,Georgia_R2,0.07463066,0.2,0,Healthy,,,0
B0007,7,G0182,Philippines_R0,0.10386755,0.5,0,Healthy,,,0
B0008,7,G0278,Cambodia_R2,0.052350987,0.16666666666666666,0,Healthy,,,0
B0009,7,G0204,Kenya_R1,0.062097095,0.5,0,Healthy,,,0
B0010,7,G0139,Philippines_R1,0.073744394,0.2,0,Healthy,,,0
B0011,7,G0235,Kenya_R2,0.061463073,0.2,0,Healthy,,,0
B0012,7,G0162,Kosovo_R0,0.13898121,0.25,0,Contagion-Driven Stress,2.2092104217498186e-19,,1
B0013,7,G0324,Philippines_R0,0.068482764,0.2,0,Healthy,,,0
B0014,7,G0314,Azerbaijan_R0,0.06539017,0.25,1,Independent Regional Shock,8.600546319464206e-48,,1
B0015,7,G0089,Honduras_R2,0.091506235,0.0,0,Healthy,,,0
B0016,7,G0267,Philippines_R2,0.055866584,0.0,0,Healthy,,,0
B0019,7,G0256,Mozambique_R0,0.054970227,0.4,0,Healthy,,,0
B0022,7,G0240,Samoa_R3,0.037953794,0.16666666666666666,0,Healthy,,,0
B0023,7,G0035,Vietnam_R2,0.08254558,0.3333333333333333,0,Healthy,,,0
B0024,7,G0177,Kenya_R3,0.043143507,0.16666666666666666,0,Healthy,,,0
B0025,7,G0168,Philippines_R3,0.072437525,0.4,0,Healthy,,,0
B0027,7,G0181,Philippines_R2,0.058295637,0.0,0,Healthy,,,0
B0029,7,G0005,Philippines_R0,0.08520617,0.16666666666666666,0,Healthy,,,0
B0031,7,G0122,Pakistan_R0,0.069284886,0.25,0,Healthy,,,0
B0032,7,G0044,Cambodia_R3,0.057261042,0.0,0,Healthy,,,0
B0033,7,G0197,Mexico_R2,0.07842831,0.16666666666666666,0,Healthy,,,0
B0034,7,G0322,Kenya_R0,0.09469924,0.2,0,Healthy,,,0
B0035,7,G0257,Philippines_R3,0.06752363,1.0,0,Healthy,,,0
B0036,7,G0230,Ghana_R0,0.1078378,0.25,0,Healthy,,,0
B0040,7,G0311,Tajikistan_R2,0.066882625,0.16666666666666666,1,Healthy,,,0
B0041,7,G0153,Kenya_R1,0.0810562,0.0,0,Isolated Stress,,,1
B0042,7,G0189,Colombia_R3,0.053403124,0.16666666666666666,0,Healthy,,,0
B0043,7,G0093,Philippines_R3,0.09411102,0.16666666666666666,0,Healthy,,,0
B0044,7,G0055,Pakistan_R1,0.0747823,0.0,0,Healthy,,,0
B0045,7,G0050,Kenya_R0,0.05401562,0.5,0,Healthy,,,0
B0046,7,G0250,Uganda_R3,0.07828204,0.0,0,Healthy,,,0
B0047,7,G0183,Nigeria_R2,0.0873066,0.25,0,Healthy,,,0
B0049,7,G0033,Azerbaijan_R0,0.0548481,0.0,1,Healthy,,,0
B0051,7,G0070,Philippines_R0,0.2980169,0.3333333333333333,0,Contagion-Driven Stress,2.2092104217498186e-19,,1
B0053,7,G0277,Tajikistan_R1,0.06099663,0.0,0,Healthy,,,0
B0054,7,G0118,Mali_R1,0.0533483,0.4,0,Healthy,,,0
B0055,7,G0181,El Salvador_R0,0.041216657,0.0,0,Healthy,,,0
B0056,7,G0002,Kenya_R2,0.061032142,0.16666666666666666,0,Healthy,,,0
B0057,7,G0213,Philippines_R3,0.068299174,0.16666666666666666,0,Healthy,,,0
B0058,7,G0107,Peru_R3,0.073830254,0.2,0,Healthy,,,0
B0059,7,G0048,India_R0,0.041450135,0.0,0,Healthy,,,0
B0060,7,G0187,Philippines_R3,0.12512375,0.0,0,Isolated Stress,,,1
B0061,7,G0229,Kenya_R3,0.07609607,0.2,0,Healthy,,,0
B0062,7,G0202,Philippines_R2,0.058756527,0.3333333333333333,0,Healthy,,,0
B0064,7,G0314,Kenya_R0,0.04950754,0.25,0,Healthy,,,0
B0066,7,G0177,Colombia_R2,0.06702425,0.16666666666666666,0,Healthy,,,0
B0067,7,G0063,El Salvador_R2,0.073830254,0.0,0,Healthy,,,0
B0069,7,G0013,Rwanda_R0,0.101040795,0.2,0,Healthy,,,0
B0070,7,G0008,Philippines_R3,0.04947975,0.3333333333333333,0,Healthy,,,0
B0071,7,G0070,Nicaragua_R2,0.08851584,0.3333333333333333,0,Contagion-Driven Stress,2.2092104217498186e-19,,1
B0072,7,G0095,Philippines_R1,0.041828997,0.0,0,Healthy,,,0
B0073,7,G0049,Mexico_R0,0.08456435,0.25,0,Healthy,,,0
B0074,7,G0194,Philippines_R1,0.10483971,0.2,0,Healthy,,,0
B0075,7,G0227,Tajikistan_R0,0.06580557,0.0,0,Healthy,,,0
B0076,7,G0051,Tajikistan_R0,0.06345854,0.3333333333333333,0,Healthy,,,0
B0077,7,G0181,Philippines_R1,0.064811915,0.0,0,Healthy,,,0
B0078,7,G0044,Ecuador_R3,0.05033466,0.0,0,Healthy,,,0
B0079,7,G0212,Philippines_R0,0.038088087,0.2,0,Healthy,,,0
B0080,7,G0191,Kyrgyzstan_R1,0.06523569,0.6666666666666666,0,Healthy,,,0
B0082,7,G0200,Paraguay_R1,0.08103876,0.3333333333333333,0,Healthy,,,0
B0084,7,G0111,Peru_R3,0.051869012,0.5,0,Healthy,,,0
B0085,7,G0178,Ghana_R0,0.080455266,0.0,0,Healthy,,,0
B0086,7,G0117,Indonesia_R0,0.05915274,0.4,0,Healthy,,,0
B0087,7,G0333,Armenia_R1,0.06103545,0.0,0,Healthy,,,0
B0088,7,G0153,El Salvador_R2,0.037730362,0.0,0,Healthy,,,0
B0091,7,G0323,Guatemala_R3,0.039197434,0.2,0,Healthy,,,0
B0092,7,G0188,El Salvador_R1,0.13159385,0.5,0,Healthy,,,0
B0093,7,G0242,Peru_R3,0.07061168,0.2,0,Healthy,,,0
B0094,7,G0197,Georgia_R3,0.112817146,0.16666666666666666,0,Healthy,,,0
B0095,7,G0303,El Salvador_R0,0.044804618,0.25,0,Healthy,,,0
B0097,7,G0193,Nicaragua_R1,0.12620778,0.0,0,Healthy,,,0
B0098,7,G0308,Kenya_R2,0.06610824,0.0,0,Healthy,,,0
B0099,7,G0004,Philippines_R1,0.061752852,0.5,0,Healthy,,,0
B0100,7,G0038,Philippines_R2,0.056354214,0.2,0,Healthy,,,0
B0101,7,G0093,Guatemala_R0,0.053172562,0.16666666666666666,0,Contagion-Driven Stress,2.2092104217498186e-19,,1
B0102,7,G0194,Philippines_R2,0.08177962,0.2,0,Healthy,,,0
B0103,7,G0276,Philippines_R0,0.039515227,0.0,0,Healthy,,,0
B0104,7,G0202,El Salvador_R0,0.10752448,0.3333333333333333,0,Healthy,,,0
B0105,7,G0136,Philippines_R3,0.08028813,0.0,0,Healthy,,,0
B0106,7,G0184,Nicaragua_R0,0.05326825,0.6,0,Healthy,,,0
B0107,7,G0094,Palestine_R2,0.054691765,0.3333333333333333,0,Healthy,,,0
B0111,7,G0011,Uganda_R0,0.052936524,0.2,0,Healthy,,,0
B0112,7,G0291,Colombia_R0,0.040897116,0.25,0,Healthy,,,0
B0113,7,G0119,Kenya_R0,0.055612385,0.0,0,Healthy,,,0
B0114,7,G0233,Kenya_R2,0.06761357,0.5,0,Healthy,,,0
B0115,7,G0041,Vietnam_R0,0.058261096,0.3333333333333333,0,Healthy,,,0
B0118,7,G0110,Guatemala_R2,0.051057372,0.16666666666666666,1,Healthy,,,0
B0119,7,G0248,Tajikistan_R0,0.045155745,0.0,0,Healthy,,,0
B0120,7,G0025,Colombia_R3,0.039799325,0.16666666666666666,0,Healthy,,,0
B0121,7,G0334,Uganda_R1,0.070273,0.2,0,Healthy,,,0
B0122,7,G0287,Colombia_R2,0.053275377,0.2,0,Healthy,,,0
B0124,7,G0006,Uganda_R1,0.056867294,0.16666666666666666,0,Healthy,,,0
B0126,7,G0136,Philippines_R1,0.052307263,0.0,0,Healthy,,,0
B0127,7,G0262,Cambodia_R2,0.05290928,0.3333333333333333,0,Healthy,,,0
B0128,7,G0003,Sierra Leone_R2,0.05786938,0.25,0,Healthy,,,0
B0129,7,G0141,Indonesia_R0,0.08247651,0.4,0,Contagion-Driven Stress,2.2092104217498186e-19,,1
B0130,7,G0333,Tajikistan_R0,0.05671151,0.0,0,Healthy,,,0
B0131,7,G0153,Philippines_R0,0.05994513,0.0,0,Healthy,,,0
B0132,7,G0191,Palestine_R0,0.04981451,0.6666666666666666,0,Healthy,,,0
B0134,7,G0310,Nicaragua_R2,0.050786644,0.4,0,Healthy,,,0
B0135,7,G0026,Kenya_R2,0.05353298,0.25,0,Healthy,,,0
B0136,7,G0158,Philippines_R0,0.052107356,0.3333333333333333,0,Healthy,,,0
B0138,7,G0165,Kosovo_R0,0.04732189,0.0,0,Healthy,,,0
B0139,7,G0166,Philippines_R1,0.06676706,0.6666666666666666,0,Healthy,,,0
B0140,7,G0138,Paraguay_R3,0.05843192,0.16666666666666666,0,Healthy,,,0
B0141,7,G0075,Kenya_R2,0.045184083,0.16666666666666666,0,Healthy,,,0
B0142,7,G0150,Lebanon_R0,0.08395663,0.4,1,Healthy,,,0
B0143,7,G0286,Honduras_R3,0.055970374,0.5,0,Healthy,,,0
B0144,7,G0177,Nepal_R0,0.053468663,0.16666666666666666,0,Healthy,,,0
B0145,7,G0203,Philippines_R0,0.053875364,0.16666666666666666,0,Healthy,,,0
B0146,7,G0283,Kenya_R2,0.044689603,0.25,0,Healthy,,,0
B0148,7,G0099,Philippines_R3,0.30981615,0.6,0,Contagion-Driven Stress,2.2092104217498186e-19,,1
B0149,7,G0254,Cambodia_R2,0.07630409,0.16666666666666666,0,Healthy,,,0
B0150,7,G0281,El Salvador_R1,0.078355365,0.0,0,Healthy,,,0
B0151,7,G0277,Ecuador_R1,0.065711185,0.0,0,Healthy,,,0
B0152,7,G0275,Bolivia_R0,0.06494485,0.0,0,Healthy,,,0
B0153,7,G0244,Tajikistan_R2,0.051439274,0.2,1,Healthy,,,0
B0155,7,G0126,Philippines_R0,0.066546485,0.0,0,Healthy,,,0
B0156,7,G0146,Philippines_R0,0.102077916,0.75,0,Healthy,,,0
B0157,7,G0266,Philippines_R0,0.06543426,0.25,0,Healthy,,,0
B0158,7,G0144,Philippines_R0,0.018806394,0.3333333333333333,0,Healthy,,,0
B0161,7,G0319,Philippines_R1,0.040570527,0.0,0,Healthy,,,0
B0162,7,G0049,Colombia_R2,0.10433999,0.25,0,Healthy,,,0
B0163,7,G0045,Kenya_R0,0.055493765,0.0,0,Healthy,,,0
B0164,7,G0154,Rwanda_R0,0.101537585,0.0,0,Healthy,,,0
B0165,7,G0192,Armenia_R0,0.027306883,0.16666666666666666,0,Healthy,,,0
B0166,7,G0325,Honduras_R2,0.07638055,0.6666666666666666,0,Healthy,,,0
B0167,7,G0162,Peru_R0,0.06765812,0.25,0,Healthy,,,0
B0168,7,G0055,Nicaragua_R0,0.07474338,0.0,0,Healthy,,,0
B0170,7,G0086,Bolivia_R3,0.07272238,0.4,0,Healthy,,,0
B0171,7,G0162,Philippines_R0,0.08789954,0.25,0,Healthy,,,0
B0172,7,G0216,Armenia_R3,0.09439882,0.75,0,Healthy,,,0
B0173,7,G0034,Guatemala_R0,0.044877797,0.4,0,Healthy,,,0
B0174,7,G0120,Colombia_R1,0.09345038,0.2,0,Healthy,,,0
B0175,7,G0060,Philippines_R3,0.09599244,0.3333333333333333,0,Healthy,,,0
B0176,7,G0227,Vietnam_R2,0.04864175,0.0,0,Healthy,,,0
B0177,7,G0117,Samoa_R0,0.054973364,0.4,0,Healthy,,,0
B0178,7,G0148,Philippines_R0,0.059919525,0.25,0,Healthy,,,0
B0179,7,G0128,Uganda_R2,0.049446624,0.0,0,Healthy,,,0
B0180,7,G0264,Rwanda_R0,0.05710121,0.4,0,Healthy,,,0
B0184,7,G0078,El Salvador_R0,0.07061357,0.0,0,Healthy,,,0
B0186,7,G0285,Philippines_R2,0.018866284,0.0,0,Healthy,,,0
B0187,7,G0315,Mali_R2,0.12969092,0.3333333333333333,0,Healthy,,,0
B0188,7,G0036,Lebanon_R0,0.06698747,0.25,1,Healthy,,,0
B0189,7,G0327,Ghana_R0,0.10752448,0.0,0,Healthy,,,0
B0190,7,G0263,Colombia_R0,0.06199234,0.6,0,Healthy,,,0
B0191,7,G0231,Paraguay_R0,0.12106234,0.2,0,Healthy,,,0
B0192,7,G0074,Jordan_R2,0.10109724,0.0,0,Healthy,,,0
B0193,7,G0169,Cambodia_R2,0.023227133,0.3333333333333333,0,Healthy,,,0
B0194,7,G0061,Philippines_R2,0.05873737,0.0,0,Healthy,,,0
B0195,7,G0145,Philippines_R0,0.018866284,0.0,0,Healthy,,,0
B0199,7,G0091,Philippines_R3,0.07371883,0.6,0,Healthy,,,0
B0200,7,G0310,El Salvador_R2,0.076786935,0.4,0,Healthy,,,0
B0201,7,G0319,Cambodia_R0,0.05771381,0.0,0,Healthy,,,0
B0202,7,G0288,Philippines_R2,0.0865053,0.75,0,Healthy,,,0
B0203,7,G0046,Guatemala_R2,0.059486646,0.3333333333333333,1,Healthy,,,0
B0205,7,G0321,El Salvador_R0,0.076147355,0.0,0,Healthy,,,0
B0206,7,G0306,Philippines_R0,0.044969495,0.0,0,Healthy,,,0
B0207,7,G0278,El Salvador_R0,0.08935148,0.16666666666666666,0,Healthy,,,0
B0208,7,G0107,Madagascar_R3,0.06613297,0.2,1,Healthy,,,0
B0209,7,G0137,El Salvador_R0,0.041740794,0.0,0,Healthy,,,0
B0210,7,G0015,Pakistan_R0,0.08333677,0.2,0,Contagion-Driven Stress,2.2092104217498186e-19,,1
B0212,7,G0008,Philippines_R0,0.061952148,0.3333333333333333,0,Healthy,,,0
B0214,7,G0123,Mexico_R0,0.09621123,0.25,0,Healthy,,,0
B0218,7,G0047,Philippines_R2,0.05161656,0.16666666666666666,0,Healthy,,,0
B0219,7,G0291,Tajikistan_R0,0.062236056,0.25,0,Healthy,,,0
B0220,7,G0039,Philippines_R3,0.08403767,0.2,0,Healthy,,,0
B0221,7,G0119,Philippines_R2,0.066546485,0.0,0,Healthy,,,0
B0222,7,G0172,Kenya_R1,0.050808012,0.2,0,Healthy,,,0
B0223,7,G0203,El Salvador_R0,0.056342162,0.16666666666666666,0,Healthy,,,0
B0224,7,G0167,Philippines_R2,0.060397934,0.0,0,Healthy,,,0
B0225,7,G0269,Tajikistan_R2,0.047637712,0.2,1,Healthy,,,0
B0226,7,G0098,Cambodia_R3,0.07627071,0.0,0,Healthy,,,0
B0227,7,G0176,Liberia_R1,0.07601033,0.5,0,Contagion-Driven Stress,2.2092104217498186e-19,,1
B0228,7,G0172,Uganda_R2,0.061789256,0.2,0,Healthy,,,0
B0229,7,G0270,Philippines_R3,0.028870787,0.8333333333333334,0,Healthy,,,0
B0230,7,G0311,Cambodia_R1,0.027999662,0.16666666666666666,0,Healthy,,,0
B0231,7,G0033,El Salvador_R0,0.06366653,0.0,0,Healthy,,,0
B0232,7,G0186,Kenya_R3,0.054158498,0.25,0,Healthy,,,0
B0233,7,G0025,Indonesia_R0,0.06207553,0.16666666666666666,0,Healthy,,,0
B0234,7,G0222,India_R0,0.033557326,0.16666666666666666,0,Healthy,,,0
B0236,7,G0106,Uganda_R3,0.05744351,0.0,0,Healthy,,,0
B0237,7,G0035,Cambodia_R1,0.028573543,0.3333333333333333,0,Healthy,,,0
B0238,7,G0184,Malawi_R3,0.05499903,0.6,0,Healthy,,,0
B0240,7,G0068,Timor-Leste_R2,0.06483315,0.3333333333333333,0,Healthy,,,0
B0241,7,G0324,Turkey_R0,0.054136284,0.2,0,Healthy,,,0
B0242,7,G0173,Pakistan_R0,0.07073391,0.0,0,Healthy,,,0
B0243,7,G0130,Philippines_R0,0.03597454,0.6666666666666666,0,Healthy,,,0
B0244,7,G0079,Philippines_R0,0.076544955,0.2,0,Contagion-Driven Stress,2.2092104217498186e-19,,1
B0245,7,G0259,Paraguay_R1,0.05682586,0.0,0,Healthy,,,0
B0250,7,G0081,Philippines_R1,0.10355856,0.2,0,Healthy,,,0
B0251,7,G0007,Philippines_R1,0.045223538,0.0,0,Healthy,,,0
B0252,7,G0330,Philippines_R0,0.21710889,0.5,0,Healthy,,,0
B0253,7,G0279,Paraguay_R2,0.04615577,0.2,0,Healthy,,,0
B0254,7,G0006,India_R0,0.07627948,0.16666666666666666,0,Healthy,,,0
B0255,7,G0205,Kenya_R2,0.050019853,0.3333333333333333,0,Healthy,,,0
B0256,7,G0017,Philippines_R0,0.06325244,0.5,0,Healthy,,,0
B0258,7,G0164,Kenya_R3,0.05309592,0.5,0,Healthy,,,0
B0260,7,G0163,Rwanda_R0,0.069193564,0.0,0,Healthy,,,0
B0262,7,G0281,Samoa_R2,0.047077052,0.0,0,Healthy,,,0
B0263,7,G0252,Colombia_R0,0.11060649,0.5,0,Healthy,,,0
B0264,7,G0226,Zimbabwe_R1,0.05273345,0.6,0,Healthy,,,0
B0265,7,G0077,Philippines_R2,0.06439975,0.0,0,Healthy,,,0
B0266,7,G0062,Cambodia_R2,0.0715124,0.0,0,Healthy,,,0
B0267,7,G0196,Philippines_R1,0.082552984,0.8333333333333334,0,Healthy,,,0
B0268,7,G0249,Honduras_R1,0.061606057,0.0,0,Healthy,,,0
B0269,7,G0318,The Democratic Republic of the Congo_R3,0.073836274,0.16666666666666666,0,Healthy,,,0
B0270,7,G0032,Cambodia_R2,0.10067743,0.0,0,Healthy,,,0
B0271,7,G0078,Kenya_R1,0.05675857,0.0,0,Healthy,,,0
B0272,7,G0087,Ecuador_R1,0.064898364,0.25,0,Healthy,,,0
B0273,7,G0080,El Salvador_R2,0.10476696,0.16666666666666666,0,Healthy,,,0
B0275,7,G0002,Philippines_R0,0.0678067,0.16666666666666666,0,Healthy,,,0
B0277,7,G0105,Mali_R1,0.1214511,0.3333333333333333,0,Healthy,,,0
B0278,7,G0229,Philippines_R1,0.07064046,0.2,0,Healthy,,,0
B0280,7,G0188,Kenya_R0,0.044281352,0.5,0,Healthy,,,0
B0281,7,G0014,Peru_R0,0.077331856,0.5,0,Healthy,,,0
B0282,7,G0140,Philippines_R3,0.06658314,0.6,0,Healthy,,,0
B0283,7,G0269,Kenya_R2,0.18396734,0.2,0,Healthy,,,0
B0284,7,G0235,Philippines_R3,0.096927844,0.2,0,Healthy,,,0
B0285,7,G0121,Rwanda_R0,0.15141056,0.3333333333333333,0,Healthy,,,0
B0286,7,G0102,Philippines_R0,0.052363355,0.2,0,Healthy,,,0
B0287,7,G0113,Yemen_R2,0.07101275,0.25,0,Healthy,,,0
B0288,7,G0311,Kenya_R3,0.05754666,0.16666666666666666,0,Healthy,,,0
B0289,7,G0036,Kenya_R0,0.05853943,0.25,0,Healthy,,,0
B0290,7,G0155,Philippines_R1,0.053383958,0.0,0,Healthy,,,0
B0293,7,G0287,Lebanon_R0,0.056804754,0.2,1,Healthy,,,0
B0294,7,G0152,Philippines_R2,0.07740155,0.0,0,Healthy,,,0
B0295,7,G0317,Philippines_R0,0.061857637,0.25,0,Healthy,,,0
B0298,7,G0048,Kenya_R2,0.057579897,0.0,0,Healthy,,,0
B0299,7,G0168,Philippines_R0,0.21179962,0.4,0,Healthy,,,0
B0300,7,G0058,Myanmar (Burma)_R2,0.07285303,0.5,0,Healthy,,,0
B0303,7,G0055,Philippines_R2,0.059478622,0.0,0,Healthy,,,0
B0304,7,G0253,Philippines_R1,0.074121945,0.0,0,Healthy,,,0
B0305,7,G0042,El Salvador_R0,0.057016637,0.5,0,Healthy,,,0
B0306,7,G0024,Armenia_R3,0.040180977,0.0,0,Healthy,,,0
B0308,7,G0132,Philippines_R1,0.0890506,0.16666666666666666,0,Contagion-Driven Stress,2.2092104217498186e-19,,1
B0309,7,G0098,Philippines_R2,0.07740155,0.0,0,Healthy,,,0
B0311,7,G0097,El Salvador_R0,0.050971385,0.0,0,Healthy,,,0
B0312,7,G0131,Philippines_R0,0.09203525,0.25,0,Healthy,,,0
B0313,7,G0254,Pakistan_R0,0.06852482,0.16666666666666666,0,Healthy,,,0
B0314,7,G0174,Kenya_R0,0.049847793,0.6,0,Healthy,,,0
B0315,7,G0324,India_R1,0.05150388,0.2,1,Healthy,,,0
B0317,7,G0295,Philippines_R1,0.11825318,0.0,0,Healthy,,,0
B0318,7,G0161,Philippines_R3,0.051945556,0.25,0,Healthy,,,0
B0319,7,G0165,Tajikistan_R2,0.07585089,0.0,1,Healthy,,,0
B0320,7,G0256,Pakistan_R0,0.0715124,0.4,0,Healthy,,,0
B0321,7,G0171,Philippines_R3,0.028524714,0.0,0,Healthy,,,0
B0322,7,G0062,Philippines_R3,0.071110636,0.0,0,Healthy,,,0
B0323,7,G0142,Kenya_R2,0.054359864,0.25,0,Healthy,,,0
B0324,7,G0012,Jordan_R0,0.062169176,0.0,0,Healthy,,,0
B0325,7,G0168,Kenya_R3,0.034107666,0.4,0,Healthy,,,0
B0327,7,G0116,El Salvador_R0,0.05658489,0.4,0,Healthy,,,0
B0328,7,G0160,Nigeria_R2,0.08852794,0.0,0,Healthy,,,0
B0329,7,G0112,Samoa_R1,0.06232288,0.2,0,Healthy,,,0
B0330,7,G0334,El Salvador_R0,0.061158802,0.2,0,Healthy,,,0
B0331,7,G0061,Philippines_R0,0.11044056,0.0,0,Healthy,,,0
B0332,7,G0071,Philippines_R3,0.06796614,0.3333333333333333,0,Healthy,,,0
B0333,7,G0158,Liberia_R0,0.06180069,0.3333333333333333,0,Healthy,,,0
B0334,7,G0089,Madagascar_R2,0.056002572,0.0,0,Healthy,,,0
B0335,7,G0238,El Salvador_R1,0.044393647,0.3333333333333333,0,Healthy,,,0
B0336,7,G0183,Burkina Faso_R2,0.055476937,0.25,0,Healthy,,,0
B0337,7,G0316,Kenya_R0,0.046922386,0.25,0,Healthy,,,0
B0338,7,G0219,Lebanon_R2,0.06267433,0.16666666666666666,0,Healthy,,,0
B0339,7,G0076,Kenya_R0,0.06496239,0.2,0,Healthy,,,0
B0340,7,G0240,Mozambique_R1,0.07221566,0.16666666666666666,0,Healthy,,,0
B0342,7,G0057,Kosovo_R0,0.08244027,0.6,0,Healthy,,,0
B0343,7,G0332,El Salvador_R2,0.046758432,0.0,0,Healthy,,,0
B0344,7,G0040,Pakistan_R1,0.059460882,0.0,0,Healthy,,,0
B0345,7,G0281,Albania_R3,0.07585089,0.0,0,Healthy,,,0
B0347,7,G0214,Cambodia_R2,0.07989211,0.0,0,Healthy,,,0
B0349,7,G0184,Tajikistan_R1,0.05932091,0.6,0,Healthy,,,0
B0351,7,G0045,Ecuador_R3,0.07437069,0.0,0,Healthy,,,0
B0352,7,G0020,Pakistan_R2,0.05033466,0.3333333333333333,0,Healthy,,,0
B0353,7,G0000,Philippines_R2,0.054128427,0.25,0,Healthy,,,0
B0354,7,G0037,Armenia_R1,0.076803945,0.2,0,Healthy,,,0
B0355,7,G0136,Guatemala_R0,0.0715124,0.0,0,Healthy,,,0
B0356,7,G0240,Pakistan_R1,0.05269231,0.16666666666666666,0,Healthy,,,0
B0357,7,G0209,El Salvador_R2,0.09102105,0.16666666666666666,0,Contagion-Driven Stress,2.2092104217498186e-19,,1
B0358,7,G0106,Indonesia_R0,0.064895876,0.0,0,Healthy,,,0
B0359,7,G0189,Madagascar_R3,0.058761608,0.16666666666666666,1,Healthy,,,0
B0361,7,G0009,Honduras_R2,0.045995414,0.0,0,Healthy,,,0
B0362,7,G0179,El Salvador_R0,0.057016637,0.0,0,Healthy,,,0
B0363,7,G0108,Samoa_R0,0.06427722,0.0,0,Healthy,,,0
B0364,7,G0180,Yemen_R3,0.07790097,0.2,0,Healthy,,,0
B0365,7,G0069,Paraguay_R0,0.10040327,0.16666666666666666,0,Healthy,,,0
B0366,7,G0021,Mexico_R3,0.082088284,0.75,0,Healthy,,,0
B0368,7,G0012,Philippines_R3,0.09421625,0.0,0,Healthy,,,0
B0369,7,G0249,Cameroon_R1,0.042423416,0.0,1,Healthy,,,0
B0370,7,G0132,Cambodia_R0,0.08248947,0.16666666666666666,0,Healthy,,,0
B0371,7,G0088,Kyrgyzstan_R1,0.04292904,0.16666666666666666,0,Healthy,,,0
B0372,7,G0208,Cambodia_R3,0.06674205,0.16666666666666666,0,Contagion-Driven Stress,2.2092104217498186e-19,,1
B0373,7,G0203,Philippines_R2,0.076737724,0.16666666666666666,0,Healthy,,,0
B0374,7,G0002,El Salvador_R0,0.04113463,0.16666666666666666,0,Healthy,,,0
B0375,7,G0158,Philippines_R1,0.07083774,0.3333333333333333,0,Healthy,,,0
B0376,7,G0077,Paraguay_R2,0.091930345,0.0,0,Healthy,,,0
B0377,7,G0135,Colombia_R1,0.0490865,0.0,0,Healthy,,,0
B0378,7,G0311,Pakistan_R0,0.07369143,0.16666666666666666,0,Healthy,,,0
B0379,7,G0315,Lao People's Democratic Republic_R3,0.07389267,0.3333333333333333,0,Healthy,,,0
B0380,7,G0111,Philippines_R3,0.08881146,0.5,0,Healthy,,,0
B0381,7,G0082,Colombia_R2,0.06379317,1.0,0,Healthy,,,0
B0383,7,G0011,Philippines_R0,0.091953896,0.2,0,Healthy,,,0
B0384,7,G0290,Philippines_R1,0.08286469,0.0,0,Healthy,,,0
B0385,7,G0331,Cambodia_R2,0.07789223,0.25,0,Contagion-Driven Stress,2.2092104217498186e-19,,1
B0386,7,G0214,Pakistan_R1,0.0715124,0.0,0,Healthy,,,0
B0387,7,G0324,Nicaragua_R2,0.04598976,0.2,0,Healthy,,,0
B0391,7,G0312,Lebanon_R1,0.09527128,0.4,0,Healthy,,,0
B0392,7,G0306,Philippines_R3,0.06018769,0.0,0,Healthy,,,0
B0393,7,G0020,Philippines_R3,0.05535453,0.3333333333333333,0,Healthy,,,0
B0395,7,G0227,Philippines_R1,0.04592738,0.0,0,Healthy,,,0
B0397,7,G0306,Philippines_R3,0.050453108,0.0,0,Healthy,,,0
B0398,7,G0074,Philippines_R1,0.036699887,0.0,0,Healthy,,,0
B0399,7,G0256,Philippines_R1,0.07748404,0.4,0,Healthy,,,0
B0400,7,G0287,Cambodia_R0,0.04913226,0.2,0,Healthy,,,0
B0401,7,G0319,El Salvador_R0,0.05059596,0.0,0,Healthy,,,0
B0402,7,G0284,Philippines_R3,0.08445297,0.5,0,Healthy,,,0
B0403,7,G0277,Kenya_R0,0.07239909,0.0,0,Healthy,,,0
B0404,7,G0201,Armenia_R1,0.055977754,0.3333333333333333,0,Healthy,,,0
B0405,7,G0098,Albania_R3,0.0463377,0.0,0,Healthy,,,0
B0407,7,G0258,Nicaragua_R0,0.065497436,0.0,0,Isolated Stress,,,1
B0408,7,G0084,Kyrgyzstan_R0,0.052936524,0.16666666666666666,0,Healthy,,,0
B0409,7,G0167,Philippines_R0,0.015470858,0.0,0,Healthy,,,0
B0410,7,G0145,Philippines_R1,0.053383958,0.0,0,Isolated Stress,,,1
B0411,7,G0029,Ukraine_R3,0.08906292,0.25,0,Healthy,,,0
B0413,7,G0081,Philippines_R0,0.09149242,0.2,0,Healthy,,,0
B0415,7,G0080,Sierra Leone_R1,0.05842627,0.16666666666666666,0,Healthy,,,0
B0416,7,G0037,Philippines_R1,0.04491626,0.2,0,Healthy,,,0
B0418,7,G0312,Philippines_R3,0.080214076,0.4,0,Healthy,,,0
B0420,7,G0069,Tanzania_R2,0.055866584,0.16666666666666666,0,Healthy,,,0
B0422,7,G0065,Uganda_R0,0.05626463,0.0,0,Healthy,,,0
B0424,7,G0175,Cambodia_R2,0.101648755,0.2,0,Healthy,,,0
B0426,7,G0072,Samoa_R2,0.08542731,0.0,0,Healthy,,,0
B0428,7,G0121,Peru_R3,0.044689603,0.3333333333333333,0,Healthy,,,0
B0429,7,G0016,Philippines_R3,0.03483204,0.4,0,Healthy,,,0
B0430,7,G0132,Philippines_R3,0.05582098,0.16666666666666666,0,Healthy,,,0
